orbit,day,a_km,e,i_deg,raan_deg,argp_deg,periapsis_km,apoapsis_km
Elliptical lunar frozen orbit (12 h relay),3.0902777777777777,6142.860912063722,0.6076423469559076,56.7735307513672,318.89681642876815,88.71895399970539,2410.198490433615,9875.523333693829
Elliptical lunar frozen orbit (12 h relay),3.0972222222222223,6142.970464648883,0.6076622832479713,56.77367037616133,318.8047544963351,88.71685415561483,2410.1190061754914,9875.821923122274
Elliptical lunar frozen orbit (12 h relay),3.1041666666666665,6143.109359368598,0.6076791715003332,56.7737434625505,318.71292033821106,88.71445552872888,2410.0697534315455,9876.14896530565
Elliptical lunar frozen orbit (12 h relay),3.111111111111111,6143.277299058628,0.6076931777464017,56.773740129604,318.62130048049056,88.71174866052606,2410.0495954163584,9876.505002700898
Elliptical lunar frozen orbit (12 h relay),3.1180555555555554,6143.473738975836,0.6077045012460576,56.77365131588164,318.52987913609746,88.70872864271847,2410.057094513273,9876.890383438398
Elliptical lunar frozen orbit (12 h relay),3.125,6143.69784731599,0.6077133736845372,56.77346896693785,318.43863815767935,88.70539591178391,2410.0905016251613,9877.305193006818
Elliptical lunar frozen orbit (12 h relay),3.1319444444444446,6143.948454101899,0.6077200577544256,56.773186249436215,318.34755699840883,88.70175717945486,2410.147744734879,9877.74916346892
Elliptical lunar frozen orbit (12 h relay),3.138888888888889,6144.223988551895,0.6077248446864275,56.772797798577166,318.25661268614436,88.69782646435081,2410.2264193905726,9878.221557713217
Elliptical lunar frozen orbit (12 h relay),3.1458333333333335,6144.522398199157,0.6077280504753367,56.77230000533559,318.16577981755756,88.69362629374515,2410.3237800395423,9878.72101635877
Elliptical lunar frozen orbit (12 h relay),3.1527777777777777,6144.84104697211,0.6077300101499038,56.77169135294969,318.0750305833338,88.68918905339748,2410.436735126204,9879.245358818014
Elliptical lunar frozen orbit (12 h relay),3.1597222222222223,6145.176583596413,0.6077310694167695,56.77097281329988,317.9843348404538,88.68455852849492,2410.5618466924757,9879.791320500353
Elliptical lunar frozen orbit (12 h relay),3.1666666666666665,6145.52477097366,0.6077315724868154,56.77014831639377,317.893660255622,88.67979163250804,2410.695338153161,9880.35420379416
Elliptical lunar frozen orbit (12 h relay),3.173611111111111,6145.8802667546115,0.6077318445627026,56.76922530847483,317.80297255763276,88.67496026436302,2410.8331157783173,9880.927417730907
Elliptical lunar frozen orbit (12 h relay),3.1805555555555554,6146.236335577847,0.6077321667525443,56.7682154148672,317.7122359556923,88.670153253077,2410.970809983904,9881.50186117179
Elliptical lunar frozen orbit (12 h relay),3.1875,6146.584478229127,0.6077327402899241,56.76713522222564,317.6214138144562,88.66547811904911,2411.1038498514263,9882.065106606826
Elliptical lunar frozen orbit (12 h relay),3.1944444444444446,6146.913959576033,0.607733636034912,56.76600718377875,317.53046972910636,88.66106218495385,2411.2275885291324,9882.600330622934
Elliptical lunar frozen orbit (12 h relay),3.201388888888889,6147.211238799606,0.6077347246848864,56.76486061940281,317.43936922987837,88.65705198228707,2411.3375090078875,9883.084968591324
Elliptical lunar frozen orbit (12 h relay),3.2083333333333335,6147.459367687619,0.6077355850135352,56.76373269883058,317.3480824816644,88.6536088630541,2411.429552519047,9883.489182856192
Elliptical lunar frozen orbit (12 h relay),3.2152777777777777,6147.6376193599,0.6077353978745561,56.76266909077295,317.2565885451583,88.65089672336512,2411.500624769622,9883.774613950176
Elliptical lunar frozen orbit (12 h relay),3.2222222222222223,6147.722160468536,0.6077328697285505,56.76172347440441,317.164881991841,88.64905442946069,2411.5493295931883,9883.894991343883
Elliptical lunar frozen orbit (12 h relay),3.2291666666666665,6147.689925962887,0.6077263320772892,56.760954031543015,317.0729826260818,88.64814271266962,2411.57687650896,9883.802975416815
Elliptical lunar frozen orbit (12 h relay),3.236111111111111,6147.530367308074,0.6077143803444713,56.76041305675006,316.98094758074035,88.6480640585888,2411.587759490628,9883.47297512552
Elliptical lunar frozen orbit (12 h relay),3.2430555555555554,6147.270048225712,0.6076975403356614,56.76012420316366,316.88887898451384,88.64851038916062,2411.5891601398644,9882.950936311561
Elliptical lunar frozen orbit (12 h relay),3.25,6146.99692995886,0.6076802369838771,56.760048601967576,316.7969079973249,88.64910174940519,2411.588378822295,9882.405481095426
Elliptical lunar frozen orbit (12 h relay),3.2569444444444446,6146.832354554888,0.6076693232385045,56.76006708088737,316.705137897378,88.64974169510691,2411.590897601976,9882.0738115078
Elliptical lunar frozen orbit (12 h relay),3.263888888888889,6146.844922375098,0.6076684293482166,56.76001631735076,316.6135816314837,88.65068258740722,2411.6013229483615,9882.088521801834
Elliptical lunar frozen orbit (12 h relay),3.2708333333333335,6147.017636496694,0.6076759752772839,56.75975493869641,316.5221604177634,88.65213940990314,2411.6226991919007,9882.412573801486
Elliptical lunar frozen orbit (12 h relay),3.2777777777777777,6147.2932998139195,0.6076884561536597,56.75919803334109,316.430752767016,88.6540815694444,2411.6541249262623,9882.932474701578
Elliptical lunar frozen orbit (12 h relay),3.2847222222222223,6147.616961596034,0.607703140968371,56.75831277908899,316.33923783702846,88.6563297902065,2411.690824563691,9883.543098628377
Elliptical lunar frozen orbit (12 h relay),3.2916666666666665,6147.949012777059,0.6077186099108911,56.75710138444531,316.2475147649615,88.65868310606719,2411.7259849291495,9884.172040624968
Elliptical lunar frozen orbit (12 h relay),3.298611111111111,6148.264052198547,0.6077344126070575,56.755586388603334,316.1555066955361,88.66097762993284,2411.7524098825756,9884.775694514517
Elliptical lunar frozen orbit (12 h relay),3.3055555555555554,6148.5468386692455,0.6077506552659593,56.75380098377929,316.06315874665836,88.66309929120938,2411.7634685345693,9885.330208803922
Elliptical lunar frozen orbit (12 h relay),3.3125,6148.788832474309,0.6077677124101382,56.7517831888458,315.97043439812103,88.66497852008904,2411.753509668394,9885.824155280225
Elliptical lunar frozen orbit (12 h relay),3.3194444444444446,6148.985803082,0.6077860552890647,56.749572450051154,315.8773119437533,88.66658046692197,2411.7179777983297,9886.25362836567
Elliptical lunar frozen orbit (12 h relay),3.326388888888889,6149.136274737755,0.6078061573402961,56.74720768576696,315.78378146979884,88.66789565707013,2411.653384627577,9886.619164847933
Elliptical lunar frozen orbit (12 h relay),3.3333333333333335,6149.240531591943,0.607828445429277,56.74472617985396,315.6898424075047,88.66893237645075,2411.5572187037114,9886.923844480176
Elliptical lunar frozen orbit (12 h relay),3.3402777777777777,6149.299979487921,0.6078532771738357,56.742162975578495,315.59550158470535,88.66971084130192,2411.427834631187,9887.172124344655
Elliptical lunar frozen orbit (12 h relay),3.3472222222222223,6149.316732865691,0.6078809327931686,56.73955056711142,315.5007716794037,88.6702588562148,2411.2643412506545,9887.369124480727
Elliptical lunar frozen orbit (12 h relay),3.3541666666666665,6149.2933439786275,0.6079116148712109,56.736918769024726,315.4056699881841,88.67060861654994,2411.0664969237914,9887.520191033464
Elliptical lunar frozen orbit (12 h relay),3.361111111111111,6149.232624379207,0.6079454522603445,56.734294692514176,315.31021743867706,88.67079438180436,2410.834615496925,9887.630633261488
Elliptical lunar frozen orbit (12 h relay),3.3680555555555554,6149.137525382307,0.6079825060167307,56.73170278503763,315.21443779139344,88.6708507799012,2410.5694828588544,9887.70556790576
Elliptical lunar frozen orbit (12 h relay),3.375,6149.011058046446,0.6080227761618135,56.72916490696187,315.11835698889905,88.67081158604128,2410.2722838833556,9887.749832209538
Elliptical lunar frozen orbit (12 h relay),3.3819444444444446,6148.856239445056,0.6080662086011646,56.726700428852325,315.02200262042317,88.67070885139685,2409.9445386920866,9887.767940198026
Elliptical lunar frozen orbit (12 h relay),3.388888888888889,6148.676056647922,0.6081127018571945,56.72432633926414,314.92540347744125,88.67057229012973,2409.5880469951144,9887.76406630073
Elliptical lunar frozen orbit (12 h relay),3.3958333333333335,6148.473442587652,0.6081621134331385,56.72205735664568,314.8285891817006,88.67042885585623,2409.204839356021,9887.742045819285
Elliptical lunar frozen orbit (12 h relay),3.4027777777777777,6148.251260748371,0.6082142657027378,56.71990604173405,314.7315898709185,88.67030247077196,2408.7971348363685,9887.705386660375
Elliptical lunar frozen orbit (12 h relay),3.4097222222222223,6148.01229500336,0.6082689513593454,56.71788290777522,314.63443593126794,88.6702138532635,2408.3673033773034,9887.657286629415
Elliptical lunar frozen orbit (12 h relay),3.4166666666666665,6147.759244074572,0.6083259383564001,56.71599652767211,314.5371577674556,88.67018043833149,2407.917833133675,9887.600655015469
Elliptical lunar frozen orbit (12 h relay),3.423611111111111,6147.494718162916,0.608384974456561,56.71425363689972,314.439785603733,88.67021634992412,2407.4513010815263,9887.538135244306
Elliptical lunar frozen orbit (12 h relay),3.4305555555555554,6147.221238082897,0.6084457913237123,56.71265923243609,314.34234930995973,88.6703324309793,2406.970347435618,9887.472128730176
Elliptical lunar frozen orbit (12 h relay),3.4375,6146.9412351664105,0.6085081082951491,56.711216667134366,314.2448782485415,88.67053630042118,2406.4776523538503,9887.40481797897
Elliptical lunar frozen orbit (12 h relay),3.4444444444444446,6146.657052424186,0.6085716357895495,56.70992774019172,314.14740113833705,88.67083244462926,2405.975915393028,9887.338189455344
Elliptical lunar frozen orbit (12 h relay),3.451388888888889,6146.37094614807,0.6086360784173616,56.70879278366443,314.0499459328194,88.67122232819108,2405.467836986101,9887.274055310041
Elliptical lunar frozen orbit (12 h relay),3.4583333333333335,6146.085087707445,0.6087011378596636,56.70781074536479,313.9525397098712,88.67170451916304,2404.956101437613,9887.214073977279
Elliptical lunar frozen orbit (12 h relay),3.4652777777777777,6145.8015657946835,0.6087665154621901,56.70697926873079,313.85520857133275,88.67227483146057,2404.4433618637822,9887.159769725584
Elliptical lunar frozen orbit (12 h relay),3.4722222222222223,6145.522388374571,0.6088319146779363,56.706294769658555,313.75797755053327,88.67292647322968,2403.932225964357,9887.112550784786
Elliptical lunar frozen orbit (12 h relay),3.4791666666666665,6145.2494848110155,0.608897043295072,56.7057525110864,313.6608705264158,88.67365020671384,2403.425243199024,9887.073726423008
Elliptical lunar frozen orbit (12 h relay),3.486111111111111,6144.984707898767,0.6089616154888606,56.70534667556346,313.5639101431116,88.67443451489684,2402.9248930223894,9887.044522775144
Elliptical lunar frozen orbit (12 h relay),3.4930555555555554,6144.729835390256,0.6090253537970804,56.70507043600913,313.46711773379093,88.67526577253325,2402.4335734042293,9887.026097376282
Elliptical lunar frozen orbit (12 h relay),3.5,6144.4865716228305,0.609087990910032,56.7049160255191,313.37051324806845,88.67612842532533,2401.9535905394105,9887.019552706251
Elliptical lunar frozen orbit (12 h relay),3.5069444444444446,6144.256548480328,0.6091492714324251,56.704874806149405,313.2741151820123,88.67700517394934,2401.487148479629,9887.025948481029
Elliptical lunar frozen orbit (12 h relay),3.513888888888889,6144.0413267543545,0.6092089533807022,56.704937337927916,313.1779405103537,88.67787716429625,2401.0363405545527,9887.046312954155
Elliptical lunar frozen orbit (12 h relay),3.5208333333333335,6143.842395693472,0.6092668099271364,56.70509344698369,313.08200461971705,88.67872418537571,2400.603138574215,9887.081652812729
Elliptical lunar frozen orbit (12 h relay),3.5277777777777777,6143.661173533128,0.6093226307561783,56.705332295433465,312.9863212431435,88.67952487494475,2400.1893848013324,9887.132962264923
Elliptical lunar frozen orbit (12 h relay),3.5347222222222223,6143.499006904872,0.6093762234953725,56.7056424519438,312.89090239459773,88.68025693109928,2399.79678302961,9887.201230780134
Elliptical lunar frozen orbit (12 h relay),3.5416666666666665,6143.357169192481,0.6094274151849824,56.706011963866864,312.79575830351695,88.68089734136512,2399.4268890133762,9887.287449371586
Elliptical lunar frozen orbit (12 h relay),3.548611111111111,6143.236858841613,0.6094760535797212,56.70642843223973,312.7008973487974,88.68142261790088,2399.0811019093435,9887.392615773882
Elliptical lunar frozen orbit (12 h relay),3.5555555555555554,6143.139196448207,0.6095220084856365,56.70687908972271,312.6063259918186,88.6818090508885,2398.7606550222567,9887.517737874157
Elliptical lunar frozen orbit (12 h relay),3.5625,6143.065220890758,0.6095651730547779,56.70735088259259,312.5120487081809,88.68203297940937,2398.4666064316957,9887.66383534982
Elliptical lunar frozen orbit (12 h relay),3.5694444444444446,6143.015884176708,0.6096054650713628,56.707830557697854,312.4180679178939,88.68207108545596,2398.1998291623972,9887.83193919102
Elliptical lunar frozen orbit (12 h relay),3.576388888888889,6142.99204505927,0.6096428281680781,56.70830475566953,312.32438391367174,88.68190070925252,2397.961001295331,9888.023088823209
Elliptical lunar frozen orbit (12 h relay),3.5833333333333335,6142.994460509532,0.6096772330548076,56.70876011137201,312.23099478717404,88.68150020186002,2397.7505951550697,9888.238325863993
Elliptical lunar frozen orbit (12 h relay),3.5902777777777777,6143.023775270748,0.6097086786684915,56.70918336359632,312.1378963531628,88.68084930978762,2397.5688662212915,9888.478684320206
Elliptical lunar frozen orbit (12 h relay),3.5972222222222223,6143.080508777937,0.6097371932386245,56.709561475679486,312.0450820715046,88.6799296023587,2397.4158415167763,9888.7451760391
Elliptical lunar frozen orbit (12 h relay),3.6041666666666665,6143.165038274974,0.6097628352993031,56.709881769219564,311.9525429673244,88.67872495974902,2397.291306824874,9889.038769725074
Elliptical lunar frozen orbit (12 h relay),3.611111111111111,6143.277578347582,0.6097856944850504,56.710132074117396,311.86026754989916,88.67722211187538,2397.194793820463,9889.3603628747
Elliptical lunar frozen orbit (12 h relay),3.6180555555555554,6143.4181542536935,0.6098058921641639,56.710300897792735,311.76824173103546,88.6754112680991,2397.125565761499,9889.710742745889
Elliptical lunar frozen orbit (12 h relay),3.625,6143.586569409433,0.6098235816880809,56.71037761851565,311.6764487449589,88.67328681829083,2397.0826032413825,9890.090535577481
Elliptical lunar frozen orbit (12 h relay),3.6319444444444446,6143.782362631586,0.6098389482180836,56.7103527073005,311.58486907158897,88.67084816618811,2397.0645885235267,9890.500136739643
Elliptical lunar frozen orbit (12 h relay),3.638888888888889,6144.004755108061,0.6098522078228283,56.71021798580409,311.4934803680319,88.66810066831675,2397.069890331454,9890.939619884668
Elliptical lunar frozen orbit (12 h relay),3.6458333333333335,6144.252580664566,0.6098636056117673,56.70996692768652,311.4022574135832,88.66505675018391,2397.0965480310674,9891.408613298065
Elliptical lunar frozen orbit (12 h relay),3.6527777777777777,6144.524196846181,0.6098734123796563,56.70959501437071,311.3111720782984,88.66173718376741,2397.1422574662342,9891.90613622613
Elliptical lunar frozen orbit (12 h relay),3.6597222222222223,6144.817367428743,0.6098819191878232,56.70910015773117,311.2201933292984,88.65817259371329,2397.204358322634,9892.430376534852
Elliptical lunar frozen orbit (12 h relay),3.6666666666666665,6145.129107836207,0.6098894288279556,56.70848320603948,311.1292872973507,88.65440519528235,2397.2798261839384,9892.978389488477
Elliptical lunar frozen orbit (12 h relay),3.673611111111111,6145.455480410068,0.6098962427835267,56.70774855282544,311.0384174391089,88.65049077214532,2397.3652727145345,9893.545688105602
Elliptical lunar frozen orbit (12 h relay),3.6805555555555554,6145.791319566645,0.6099026415571284,56.706904871501706,310.94754485032905,88.64650088485608,2397.4569593040783,9894.12567982921
Elliptical lunar frozen orbit (12 h relay),3.6875,6146.129862746811,0.6099088552206657,56.705966000147384,310.8566288190532,88.64252518448325,2397.5508341213563,9894.708891372265
Elliptical lunar frozen orbit (12 h relay),3.6944444444444446,6146.462257995225,0.6099150197862099,56.704951995530934,310.76562776305076,88.63867351065682,2397.6426082948747,9895.281907695575
Elliptical lunar frozen orbit (12 h relay),3.701388888888889,6146.776919802092,0.6099211134685021,56.7038903518799,310.6745007871345,88.63507704316301,2397.727896633911,9895.825942970274
Elliptical lunar frozen orbit (12 h relay),3.7083333333333335,6147.058737975132,0.6099268665580201,56.70281730945758,310.5832102469973,88.63188686493058,2397.8024633738623,9896.315012576402
Elliptical lunar frozen orbit (12 h relay),3.7152777777777777,6147.288272158412,0.6099316437278012,56.70177898976458,310.4917259415632,88.62926647950583,2397.862631852197,9896.713912464627
Elliptical lunar frozen orbit (12 h relay),3.7222222222222223,6147.441485005925,0.6099343223813903,56.70083162142125,310.4000318629335,88.62737141929468,2397.905928469588,9896.977041542263
Elliptical lunar frozen orbit (12 h relay),3.7291666666666665,6147.491738374729,0.6099332742507777,56.70003900974456,310.30813657032,88.6263046926235,2397.931973958225,9897.051502791232
Elliptical lunar frozen orbit (12 h relay),3.736111111111111,6147.4183920459345,0.6099267681779111,56.69946318367714,310.21608707352055,88.62603950398666,2397.9433595479063,9896.893424543963
Elliptical lunar frozen orbit (12 h relay),3.7430555555555554,6147.228543227122,0.6099143579603827,56.69914171620327,310.123980171977,88.62634412848178,2397.945593049013,9896.51149340523
Elliptical lunar frozen orbit (12 h relay),3.75,6146.985706096699,0.6098990266371676,56.6990506000615,310.0319511867763,88.62685833875587,2397.94510719574,9896.026304997658
Elliptical lunar frozen orbit (12 h relay),3.7569444444444446,6146.798879596061,0.6098868356998473,56.69907905973585,309.94011737670235,88.62741682005583,2397.947161235853,9895.650597956268
Elliptical lunar frozen orbit (12 h relay),3.763888888888889,6146.74762864166,0.609882078193608,56.69906067296794,309.8485071370628,88.62820230159434,2397.9564107540527,9895.538846529267
Elliptical lunar frozen orbit (12 h relay),3.7708333333333335,6146.837149760222,0.609884472305513,56.69884306811948,309.7570497071642,88.62944248978533,2397.9766183307856,9895.697681189658
Elliptical lunar frozen orbit (12 h relay),3.7777777777777777,6147.028488516803,0.6098914435255148,56.698329097313625,309.6656230759677,88.63117337048011,2398.008410262826,9896.048566770778
Elliptical lunar frozen orbit (12 h relay),3.7847222222222223,6147.277183232979,0.6099006484510885,56.69747599065302,309.5741006355403,88.63328281001051,2398.0488429706047,9896.505523495354
Elliptical lunar frozen orbit (12 h relay),3.7916666666666665,6147.5483884954865,0.6099107160178333,56.696278960573245,309.48237354557284,88.63561563522913,2398.0927491139273,9897.004027877047
Elliptical lunar frozen orbit (12 h relay),3.798611111111111,6147.818184744132,0.6099210970068938,56.694756098018644,309.390356503162,88.63803179773247,2398.134173306061,9897.502196182204
Elliptical lunar frozen orbit (12 h relay),3.8055555555555554,6148.071118105666,0.6099317587553051,56.692938111043375,309.29798655077747,88.64042471424825,2398.167288086782,9897.97494812455
Elliptical lunar frozen orbit (12 h relay),3.8125,6148.297621698663,0.6099429462651073,56.690861993120436,309.2052198291323,88.64272158870297,2398.1868558050287,9898.408387592299
Elliptical lunar frozen orbit (12 h relay),3.8194444444444446,6148.492086086332,0.6099550294962202,56.6885672358181,309.1120281590237,88.64487787429053,2398.1884143602674,9898.795757812397
Elliptical lunar frozen orbit (12 h relay),3.826388888888889,6148.651542768285,0.6099684134221468,56.68609358559428,309.01839603810924,88.64687082210152,2398.1683165402787,9899.134768996291
Elliptical lunar frozen orbit (12 h relay),3.8333333333333335,6148.774789570128,0.6099834877006103,56.68347972462944,308.92431816099696,88.64869376496357,2398.123698342555,9899.4258807977
Elliptical lunar frozen orbit (12 h relay),3.8402777777777777,6148.861810878,0.6100006001019482,56.68076250694041,308.8297974168921,88.65035150353854,2398.052416298468,9899.671205457533
Elliptical lunar frozen orbit (12 h relay),3.8472222222222223,6148.913390591313,0.6100200438724466,56.677976531503006,308.7348432822067,88.65185672994038,2397.952974294926,9899.873806887701
Elliptical lunar frozen orbit (12 h relay),3.8541666666666665,6148.930850664952,0.6100420531620354,56.675153921941146,308.63947052779764,88.65322730360603,2397.824449773924,9900.037251555981
Elliptical lunar frozen orbit (12 h relay),3.861111111111111,6148.915872575238,0.6100668030418266,56.672324233734855,308.5436981733902,88.65448419721547,2397.666424020119,9900.165321130356
Elliptical lunar frozen orbit (12 h relay),3.8680555555555554,6148.870374108395,0.6100944120526256,56.669514440323354,308.44754863560706,88.65564995640584,2397.4789184289257,9900.261829787863
Elliptical lunar frozen orbit (12 h relay),3.875,6148.796423234641,0.6101249460875606,56.66674896769687,308.3510470280802,88.6567475450551,2397.26233700522,9900.330509464062
Elliptical lunar frozen orbit (12 h relay),3.8819444444444446,6148.69617753081,0.6101584228835008,56.664049758308,308.2542205816244,88.65779948504564,2397.0174150588014,9900.37494000282
Elliptical lunar frozen orbit (12 h relay),3.888888888888889,6148.571841620933,0.6101948166986817,56.661436352194826,308.1570981596039,88.65882722429949,2396.745173764372,9900.398509477493
Elliptical lunar frozen orbit (12 h relay),3.8958333333333335,6148.425636546767,0.6102340629672555,56.65892597730164,308.0597098496386,88.6598506672274,2396.446879504799,9900.404393588735
Elliptical lunar frozen orbit (12 h relay),3.9027777777777777,6148.259778489815,0.6102760627458664,56.656533644258275,307.96208661651565,88.66088784439557,2396.124008134278,9900.395548845354
Elliptical lunar frozen orbit (12 h relay),3.9097222222222223,6148.076463259242,0.6103206869578124,56.65427224214987,307.86426000485505,88.66195467338045,2395.7782127337036,9900.374713784779
Elliptical lunar frozen orbit (12 h relay),3.9166666666666665,6147.8778558193535,0.6103677803193079,56.65215263359533,307.76626188218705,88.66306480552572,2395.4112952886685,9900.344416350039
Elliptical lunar frozen orbit (12 h relay),3.923611111111111,6147.666082645205,0.6104171650380109,56.6501837476194,307.66812421520353,88.66422952485689,2395.0251808765847,9900.306984413824
Elliptical lunar frozen orbit (12 h relay),3.9305555555555554,6147.443226958474,0.6104686441869766,56.64837267000498,307.5698788732392,88.66545770221087,2394.6218949807226,9900.264558936226
Elliptical lunar frozen orbit (12 h relay),3.9375,6147.211325196841,0.6105220048824165,56.64672473033813,307.4715574543428,88.66675577724884,2394.2035425017693,9900.219107891913
Elliptical lunar frozen orbit (12 h relay),3.9444444444444446,6146.972365256566,0.6105770211710942,56.64524358617826,307.37319112991327,88.66812777809652,2393.7722892571765,9900.172441255956
Elliptical lunar frozen orbit (12 h relay),3.951388888888889,6146.7282852910585,0.6106334567397502,56.64393130390183,307.2748105049179,88.66957535779014,2393.330344803782,9900.126225778335
Elliptical lunar frozen orbit (12 h relay),3.9583333333333335,6146.480973315504,0.6106910674222461,56.64278843670661,307.17644549088607,88.67109785160841,2392.879946830933,9900.081999800075
Elliptical lunar frozen orbit (12 h relay),3.9652777777777777,6146.232267477067,0.6107496034872224,56.641814100026274,307.07812518966955,88.67269235192305,2392.4233471750763,9900.041187779058
Elliptical lunar frozen orbit (12 h relay),3.9722222222222223,6145.9839561362105,0.6108088118583195,56.641006044151034,306.9798777859569,88.6743537881945,2391.9627981883577,9900.005114084062
Elliptical lunar frozen orbit (12 h relay),3.9791666666666665,6145.737778605618,0.6108684381252755,56.64036072505277,306.8817304470798,88.67607502412838,2391.500540661304,9899.975016549932
Elliptical lunar frozen orbit (12 h relay),3.986111111111111,6145.495426051212,0.6109282284033846,56.63987337341931,306.78370922887376,88.67784696224078,2391.038792752642,9899.952059349782
Elliptical lunar frozen orbit (12 h relay),3.9930555555555554,6145.25854179588,0.6109879312213826,56.63953806177977,306.6858389861072,88.67965865096525,2390.5797385234846,9899.937345068274
Elliptical lunar frozen orbit (12 h relay),4.0,6145.028722268542,0.6110472991844328,56.639347771063164,306.58814328688493,88.68149740570696,2390.1255181155834,9899.931926421501
Elliptical lunar frozen orbit (12 h relay),4.006944444444445,6144.807517713038,0.6111060905783695,56.63929445627718,306.4906443298781,88.68334893242172,2389.678218206848,9899.936817219226
Elliptical lunar frozen orbit (12 h relay),4.013888888888889,6144.596432369578,0.6111640709922825,56.639369111699004,306.3933628635815,88.68519745918204,2389.2398621579314,9899.953002581226
Elliptical lunar frozen orbit (12 h relay),4.020833333333333,6144.396924952591,0.6112210147877523,56.63956183647171,306.29631810698135,88.68702587401687,2388.8124012243234,9899.98144868086
Elliptical lunar frozen orbit (12 h relay),4.027777777777778,6144.21040814581,0.6112767066811217,56.63986190043549,306.19952767100784,88.6888158755785,2388.3977046985688,9900.023111593051
Elliptical lunar frozen orbit (12 h relay),4.034722222222222,6144.038249536993,0.611330942907799,56.64025781212977,306.10300747986565,88.69054811608838,2387.9975531859604,9900.078945888026
Elliptical lunar frozen orbit (12 h relay),4.041666666666667,6143.881769247097,0.611383532983256,56.64073738667109,306.0067716920055,88.69220238140086,2387.613626933389,9900.149911560804
Elliptical lunar frozen orbit (12 h relay),4.048611111111111,6143.742239906758,0.6114343008749112,56.64128781780931,305.9108326200598,88.69375775569277,2387.247498693708,9900.236981119808
Elliptical lunar frozen orbit (12 h relay),4.055555555555555,6143.62088450546,0.6114830864697813,56.641895752045386,305.815200649095,88.69519281407685,2386.900623947853,9900.341145063065
Elliptical lunar frozen orbit (12 h relay),4.0625,6143.5188739978,0.6115297469537752,56.642547366956464,305.71988415277065,88.69648582610476,2386.574331576184,9900.463416419418
Elliptical lunar frozen orbit (12 h relay),4.069444444444445,6143.437323877881,0.6115741582315445,56.64322845431947,305.6248894069405,88.69761498089358,2386.2698138790133,9900.604833876747
Elliptical lunar frozen orbit (12 h relay),4.076388888888889,6143.377289971047,0.6116162163082332,56.64392450943345,305.53022050014005,88.69855862922635,2385.988116525028,9900.766463417065
Elliptical lunar frozen orbit (12 h relay),4.083333333333333,6143.339762575941,0.6116558387263932,56.644620827611114,305.4358792405317,88.69929555833514,2385.7301275163522,9900.949397635528
Elliptical lunar frozen orbit (12 h relay),4.090277777777778,6143.325659175394,0.6116929659879721,56.64530260983917,305.3418650589956,88.69980529488464,2385.4965656843838,9901.154752666405
Elliptical lunar frozen orbit (12 h relay),4.097222222222222,6143.335815218038,0.6117275629542879,56.645955079410385,305.2481749079485,88.7000684439514,2385.287968564914,9901.38366187116
Elliptical lunar frozen orbit (12 h relay),4.104166666666667,6143.370971814197,0.6117596202819086,56.64656361169903,305.15480315573495,88.70006708337955,2385.1046788462445,9901.63726478215
Elliptical lunar frozen orbit (12 h relay),4.111111111111111,6143.431760784005,0.6117891557502498,56.64711388048898,305.0617414767178,88.69978520138639,2384.9468304446877,9901.916691123322
Elliptical lunar frozen orbit (12 h relay),4.118055555555555,6143.5186845988665,0.6118162155599443,56.64759202382293,304.96897873710685,88.6992092176828,2384.8143327657813,9902.223036431951
Elliptical lunar frozen orbit (12 h relay),4.125,6143.6320917190305,0.6118408754272375,56.64798483456416,304.87650087780986,88.69832856942294,2384.706854418788,9902.557329019271
Elliptical lunar frozen orbit (12 h relay),4.131944444444445,6143.772143377112,0.6118632414683317,56.64827998050385,304.7842907951671,88.6971364203178,2384.623804887552,9902.920481866671
Elliptical lunar frozen orbit (12 h relay),4.138888888888889,6143.938771852387,0.6118834506466383,56.64846626192658,304.6923282231509,88.69563047161985,2384.5643155696794,9903.313228135094
Elliptical lunar frozen orbit (12 h relay),4.145833333333333,6144.13162439163,0.6119016706147368,56.648533914906665,304.6005896207363,88.69381394590152,2384.527218949555,9903.736029833703
Elliptical lunar frozen orbit (12 h relay),4.152777777777778,6144.349990565486,0.6119180985429589,56.64847497240014,304.50904807249566,88.69169673563962,2384.5110275562065,9904.188953574765
Elliptical lunar frozen orbit (12 h relay),4.159722222222222,6144.59270410903,0.6119329584898251,56.64828369739251,304.4176732139532,88.68929679366272,2384.513911968597,9904.671496249463
Elliptical lunar frozen orbit (12 h relay),4.166666666666667,6144.85801109043,0.6119464964372832,56.64795710708659,304.3264312009585,88.68664178562942,2384.5336800990694,9905.182342081793
Elliptical lunar frozen orbit (12 h relay),4.173611111111111,6145.143390920246,0.6119589718155114,56.6474956118519,304.23528475415964,88.68377104838393,2384.567759753807,9905.719022086685
Elliptical lunar frozen orbit (12 h relay),4.180555555555555,6145.445309363455,0.6119706436191195,56.646903798252694,304.1441933286083,88.68073789630924,2384.613188066203,9906.277430660708
Elliptical lunar frozen orbit (12 h relay),4.1875,6145.758875459418,0.6119817481715237,56.64619139084924,304.0531134910395,88.67761225095602,2384.666615015106,9906.851135903731
Elliptical lunar frozen orbit (12 h relay),4.194444444444445,6146.077363840145,0.611992464130225,56.6453744287011,303.9619996421652,88.67448344053463,2384.7243332086173,9907.430394471674
Elliptical lunar frozen orbit (12 h relay),4.201388888888889,6146.391551525849,0.6120028581345123,56.64447667999928,303.87080531423254,88.67146273120747,2384.78235477821,9908.000748273487
