arc,arc_hours,phase,start_days_from_perilune,separation_km,model,burn_m_s,n_measurements,excluded_fraction,separation_min_km,separation_max_km,target_moon_distance_min_km,los_departure_max_arcsec,range_sigma_km,cross_range_sigma_km,range_sigma_weaker_prior_km,prior_limited,scale_information_ratio
12 h,12.0,0.6666666666666666,-2.18694945001751,50.0,linear,0.5,73,0.0,48.900921840239825,50.000000000005215,58834.02159805431,4.537650110553048,0.08013925712809213,0.00186040415214018,0.08013925835452786,False,22304369047.518856
12 h,12.0,0.7083333333333334,-1.913580768765321,50.0,nonlinear,0.0,73,0.0,48.7365439409905,49.999999999999496,53953.308229151145,5.82935803811388,908.2031463013973,0.0020229991073366814,2804.814334079063,True,433.8599550752779
12 h,12.0,0.7083333333333334,-1.913580768765321,50.0,linear,0.0,73,0.0,48.7365439409905,49.999999999999496,53953.308229151145,5.82935803811388,955.1076604767487,0.0019934066747429825,9551.076604421596,True,6.45966056912535e-13
12 h,12.0,0.7083333333333334,-1.913580768765321,50.0,nonlinear,0.5,73,0.0,48.7365439409905,49.999999999999496,53953.308229151145,5.82935803811388,0.08022336345782832,0.0018586295233857905,0.08022336465933427,False,22229789263.206768
12 h,12.0,0.7083333333333334,-1.913580768765321,50.0,linear,0.5,73,0.0,48.7365439409905,49.999999999999496,53953.308229151145,5.82935803811388,0.0802265899555621,0.001858615128020202,0.08022659115721967,False,22224351399.27672
12 h,12.0,0.75,-1.6402120875131325,50.0,nonlinear,0.0,73,0.0,48.461750292680975,49.999999999998444,48061.62300568686,8.159349201873358,869.5715240635682,0.0020464918096377888,2076.4952774524368,True,821.6371278853119
12 h,12.0,0.75,-1.6402120875131325,50.0,linear,0.0,73,0.0,48.461750292680975,49.999999999998444,48061.62300568686,8.159349201873358,952.7800424119638,0.0019918040358057965,9527.800423681467,True,8.232692569915326e-13
12 h,12.0,0.75,-1.6402120875131325,50.0,nonlinear,0.5,73,0.0,48.461750292680975,49.999999999998444,48061.62300568686,8.159349201873358,0.08016278537227255,0.0018562256927354397,0.08016278653011603,False,22188721816.98946
12 h,12.0,0.75,-1.6402120875131325,50.0,linear,0.5,73,0.0,48.461750292680975,49.999999999998444,48061.62300568686,8.159349201873358,0.08016714834488385,0.0018562072776370736,0.08016714950302252,False,22181273696.124672
12 h,12.0,0.7916666666666666,-1.366843406260944,50.0,nonlinear,0.0,73,0.0,47.966499648209954,50.000000000003475,40968.49056126823,12.886584711922316,753.2310594271487,0.002118203996485242,1229.5115222693664,True,1946.983033364695
12 h,12.0,0.7916666666666666,-1.366843406260944,50.0,linear,0.0,73,0.0,47.966499648209954,50.000000000003475,40968.49056126823,12.886584711922316,948.2285547410686,0.001988771715506405,9482.285546904717,True,9.504743789854208e-13
12 h,12.0,0.7916666666666666,-1.366843406260944,50.0,nonlinear,0.5,73,0.0,47.966499648209954,50.000000000003475,40968.49056126823,12.886584711922316,0.07976623333046962,0.0018530957484972398,0.07976623441275753,False,22216350614.897335
12 h,12.0,0.7916666666666666,-1.366843406260944,50.0,linear,0.5,73,0.0,47.966499648209954,50.000000000003475,40968.49056126823,12.886584711922316,0.07977265502869565,0.0018530709654147595,0.07977265611149814,False,22204944176.18068
12 h,12.0,0.8333333333333334,-1.0934747250087549,50.0,nonlinear,0.0,73,0.0,46.93841181423347,50.000000000004036,32325.367080068692,24.66730349669162,437.98566825442316,0.002252327504246794,494.5281196572537,True,6506.844392953472
12 h,12.0,0.8333333333333334,-1.0934747250087549,50.0,linear,0.0,73,0.0,46.93841181423347,50.000000000004036,32325.367080068692,24.66730349669162,938.5320331470623,0.0019830047774411536,9385.320331197801,True,4.1099483396380577e-13
12 h,12.0,0.8333333333333334,-1.0934747250087549,50.0,nonlinear,0.5,73,0.0,46.93841181423347,50.000000000004036,32325.367080068692,24.66730349669162,0.07850667332322583,0.001849027453562473,0.0785066742717,False,22418982500.51366
12 h,12.0,0.8333333333333334,-1.0934747250087549,50.0,linear,0.5,73,0.0,46.93841181423347,50.000000000004036,32325.367080068692,24.66730349669162,0.07851711210277515,0.0018489934668450485,0.0785171130517206,False,22398216920.06013
12 h,12.0,0.875,-0.8201060437565663,50.0,nonlinear,0.0,73,0.0,44.101547147848905,49.99999999999967,21357.29632732418,69.37896868845169,107.15886431307048,0.002264951081032316,107.89452662182738,False,41470.669572918894
12 h,12.0,0.875,-0.8201060437565663,50.0,linear,0.0,73,0.0,44.101547147848905,49.99999999999967,21357.29632732418,69.37896868845169,914.5425270819906,0.0019711436632486273,9145.425270564407,True,2.403485942738453e-13
12 h,12.0,0.875,-0.8201060437565663,50.0,nonlinear,0.5,73,0.0,44.101547147848905,49.99999999999967,21357.29632732418,69.37896868845169,0.07450759219962874,0.001842347161576481,0.07450759289981777,False,23490955733.15228
12 h,12.0,0.875,-0.8201060437565663,50.0,linear,0.5,73,0.0,44.101547147848905,49.99999999999967,21357.29632732418,69.37896868845169,0.07452486294178041,0.0018423130738802929,0.07452486364185369,False,23438047642.04941
12 h,12.0,0.9166666666666666,-0.5467373625043778,50.0,nonlinear,0.0,73,0.0,31.819782634479335,50.00000000000116,5540.765067732931,448.85035330339934,8.615282644224473,0.0021317266992109773,8.615731190112623,False,1451803.1976663445
12 h,12.0,0.9166666666666666,-0.5467373625043778,50.0,linear,0.0,73,0.0,31.819782634479335,50.00000000000116,5540.765067732931,448.85035330339934,839.377098342337,0.002003086271721195,8393.770982934544,True,1.5557048131415117e-13
12 h,12.0,0.9166666666666666,-0.5467373625043778,50.0,nonlinear,0.5,73,0.0,31.819782634479335,50.00000000000116,5540.765067732931,448.85035330339934,0.06752209529372616,0.0018063959225460362,0.0675220957077308,False,54427708075.221535
12 h,12.0,0.9166666666666666,-0.5467373625043778,50.0,linear,0.5,73,0.0,31.819782634479335,50.00000000000116,5540.765067732931,448.85035330339934,0.06757744792873922,0.001807126683345945,0.06757744834314362,False,53623202872.182106
12 h,12.0,0.9583333333333334,-0.2733686812521885,50.0,nonlinear,0.0,73,0.0,34.602045500492274,150.22344201955167,3255.6325395509116,1290.4994965146002,0.47897368114039873,0.002036864564306296,0.4789738723975279,False,11443373.12477809
12 h,12.0,0.9583333333333334,-0.2733686812521885,50.0,linear,0.0,73,0.0,34.602045500492274,150.22344201955167,3255.6325395509116,1290.4994965146002,543.8708283368483,0.001956646014884276,5438.708283193597,True,4.252622926951487e-14
12 h,12.0,0.9583333333333334,-0.2733686812521885,50.0,nonlinear,0.5,73,0.0,34.602045500492274,150.22344201955167,3255.6325395509116,1290.4994965146002,0.05996122053332544,0.002036494915577638,0.05996122102408553,False,298754672.39275557
12 h,12.0,0.9583333333333334,-0.2733686812521885,50.0,linear,0.5,73,0.0,34.602045500492274,150.22344201955167,3255.6325395509116,1290.4994965146002,0.060071518933123846,0.0020057687235605862,0.06007151938212261,False,211040536.56529468
12 h,12.0,0.0,0.0,200.0,nonlinear,0.0,73,0.0,200.00000000000003,2264.8201695095936,3245.236168691912,32545.745868918002,0.7384633808355783,0.015848180824279072,0.7389865599023365,False,505119.1623686211
12 h,12.0,0.0,0.0,200.0,linear,0.0,73,0.0,200.00000000000003,2264.8201695095936,3245.236168691912,32545.745868918002,18.981896990044717,0.012823732617832184,189.81893669708762,True,8.714059198235174e-20
12 h,12.0,0.041666666666666664,0.2733686812521887,200.0,nonlinear,0.0,73,0.0,188.1188486213933,200.00000000000023,19126.440806165698,646.2536506681032,40.965689151774626,0.010372064452643345,41.08182154912077,False,184465.7254012768
12 h,12.0,0.041666666666666664,0.2733686812521887,200.0,linear,0.0,73,0.0,188.1188486213933,200.00000000000023,19126.440806165698,646.2536506681032,543.870828827639,0.007736250300817657,5438.708280665497,True,3.201885817394667e-16
12 h,12.0,0.08333333333333333,0.5467373625043774,200.0,nonlinear,0.0,73,0.0,185.56328952829534,199.99999999999923,30648.521816989098,192.04182148709356,245.8030928877306,0.009916158415833312,256.96032951693314,False,27668.4505123297
12 h,12.0,0.08333333333333333,0.5467373625043774,200.0,linear,0.0,73,0.0,185.56328952829534,199.99999999999923,30648.521816989098,192.04182148709356,839.3770987269331,0.007857169228201231,8393.770982447184,True,1.6312130438751104e-15
12 h,12.0,0.125,0.8201060437565663,200.0,nonlinear,0.0,73,0.0,190.44731739488776,199.9999999999953,39614.14589207334,81.60105587318135,606.3166382076859,0.009119481394464703,806.7782510251648,True,5682.240323371573
12 h,12.0,0.125,0.8201060437565663,200.0,linear,0.0,73,0.0,190.44731739488776,199.9999999999953,39614.14589207334,81.60105587318135,914.5425273041213,0.007916567485360463,9145.425270534597,True,2.564913117628667e-15
12 h,12.0,0.16666666666666666,1.0934747250087549,200.0,nonlinear,0.0,73,0.0,193.06072899518477,199.99999999999406,46941.00160236527,45.506498316227244,835.629857077524,0.008375102142858755,1801.5622519889423,True,1824.537683009059
12 h,12.0,0.16666666666666666,1.0934747250087549,200.0,linear,0.0,73,0.0,193.06072899518477,199.99999999999406,46941.00160236527,45.506498316227244,938.5320332880306,0.007940127545683993,9385.320331342034,True,2.8329295847280514e-15
12 h,12.0,0.20833333333333334,1.3668434062609438,200.0,nonlinear,0.0,73,0.0,194.52223233572073,200.0000000000049,53021.71908736682,29.823496996045964,913.0941774023225,0.008093759836289717,3189.086441943432,True,790.4955280174698
12 h,12.0,0.20833333333333334,1.3668434062609438,200.0,linear,0.0,73,0.0,194.52223233572073,200.0000000000049,53021.71908736682,29.823496996045964,948.2285548436067,0.0079498924771005,9482.285547336965,True,2.882979795624276e-15
12 h,12.0,0.25,1.6402120875131325,200.0,nonlinear,0.0,73,0.0,195.39372891881956,200.00000000000264,58065.5820052536,21.77841681176349,938.482340112257,0.008007215797575754,4723.704004528137,True,422.42913383081066
12 h,12.0,0.25,1.6402120875131325,200.0,linear,0.0,73,0.0,195.39372891881956,200.00000000000264,58065.5820052536,21.77841681176349,952.7800424947422,0.007953620770630504,9527.80042407111,True,2.6157780174373795e-15
12 h,12.0,0.2916666666666667,1.9135807687653215,200.0,nonlinear,0.0,73,0.0,195.9294384712028,199.99999999999835,62197.92212713029,17.221923632150197,948.5467812447484,0.007976914192418534,6182.250025331174,True,264.17158925663387
12 h,12.0,0.2916666666666667,1.9135807687653215,200.0,linear,0.0,73,0.0,195.9294384712028,199.99999999999835,62197.92212713029,17.221923632150197,955.1076605482045,0.007954778133104653,9551.076604728554,True,2.7045601236162598e-15
12 h,12.0,0.3333333333333333,2.1869494500175097,200.0,nonlinear,0.0,73,0.0,196.25605356769054,200.0000000000027,65498.96978500834,14.50268837455221,953.2928260150164,0.007964880503658827,7467.51586003244,True,187.16513659830372
12 h,12.0,0.3333333333333333,2.1869494500175097,200.0,linear,0.0,73,0.0,196.25605356769054,200.0000000000027,65498.96978500834,14.50268837455221,956.3445660860515,0.00795527442616425,9563.445660179348,True,2.5776407629651282e-15
12 h,12.0,0.375,2.4603181312696987,200.0,nonlinear,0.0,73,0.0,196.44371463484396,200.0000000000012,68021.85026987971,12.869356523539714,955.5424648324407,0.007961294886159664,8379.247309365479,True,147.08938010774838
12 h,12.0,0.375,2.4603181312696987,200.0,linear,0.0,73,0.0,196.44371463484396,200.0000000000012,68021.85026987971,12.869356523539714,957.0008855507194,0.00795627807877184,9570.00885487122,True,2.4739954798815766e-15
12 h,12.0,0.4166666666666667,2.7336868125218876,200.0,nonlinear,0.0,73,0.0,196.53475958110255,199.9999999999986,69801.85227248151,11.951213191696468,956.056578406657,0.00796371895385141,8506.680806859751,True,126.38919672823522
12 h,12.0,0.4166666666666667,2.7336868125218876,200.0,linear,0.0,73,0.0,196.53475958110255,199.9999999999986,69801.85227248151,11.951213191696468,957.3348361337349,0.007958431764357253,9573.34836074071,True,2.6958688504730814e-15
12 h,12.0,0.4583333333333333,3.007055493774076,200.0,nonlinear,0.0,73,0.0,196.55535093763405,199.99999999999844,70861.50152582562,11.56349735972775,954.9845084417686,0.007971333573513532,7757.00816263486,True,117.6203750386394
12 h,12.0,0.4583333333333333,3.007055493774076,200.0,linear,0.0,73,0.0,196.55535093763405,199.99999999999844,70861.50152582562,11.56349735972775,957.486822186181,0.007961853681063065,9574.868221277487,True,3.0064174563431616e-15
12 h,12.0,0.5,3.280424175026265,200.0,nonlinear,0.0,73,0.0,196.51926224413177,200.00000000000003,70033.60645618502,11.63009850443459,952.3611815345329,0.007983174954168393,6627.828062318087,True,117.94841929512343
12 h,12.0,0.5,3.280424175026265,200.0,linear,0.0,73,0.0,196.51926224413177,200.00000000000003,70033.60645618502,11.63009850443459,957.5298186118749,0.007966147473972156,9575.298185550426,True,2.152491323738899e-15
12 h,12.0,0.5416666666666666,-3.0070554937740765,200.0,nonlinear,0.0,73,0.0,196.42792139924444,200.0000000000012,68378.05651748566,12.157359216868374,948.2301173723476,0.007997855904725836,5564.654962949743,True,127.39644647743387
12 h,12.0,0.5416666666666666,-3.0070554937740765,200.0,linear,0.0,73,0.0,196.42792139924444,200.0000000000012,68378.05651748566,12.157359216868374,957.4868221837129,0.007970549407448544,9574.868221277638,True,2.5880451755494594e-15
12 h,12.0,0.5833333333333334,-2.733686812521887,200.0,nonlinear,0.0,73,0.0,196.26877313851085,199.99999999999997,65984.2840418456,13.238604753972062,942.7558881234659,0.008013877561318312,4719.108834435201,True,148.9163153538392
12 h,12.0,0.5833333333333334,-2.733686812521887,200.0,linear,0.0,73,0.0,196.26877313851085,199.99999999999997,65984.2840418456,13.238604753972062,957.3348361292088,0.00797419266527799,9573.348360731976,True,2.9990635242516905e-15
12 h,12.0,0.625,-2.4603181312696987,200.0,nonlinear,0.0,73,0.0,196.01213594729853,200.00000000000048,62819.462910211354,15.090390919556512,935.6249347971816,0.008031243911489926,4036.858073049454,True,190.212275274797
12 h,12.0,0.625,-2.4603181312696987,200.0,linear,0.0,73,0.0,196.01213594729853,200.00000000000048,62819.462910211354,15.090390919556512,957.0008855446778,0.007976323516300256,9570.008854870686,True,2.6998249408305097e-15
12 h,12.0,0.6666666666666666,-2.18694945001751,200.0,nonlinear,0.0,73,0.0,195.60390528755718,200.00000000000347,58834.02159805431,18.14906527259108,925.5689010562439,0.008052903486669613,3433.301565790181,True,269.58643481449855
12 h,12.0,0.6666666666666666,-2.18694945001751,200.0,linear,0.0,73,0.0,195.60390528755718,200.00000000000347,58834.02159805431,18.14906527259108,956.3445660793356,0.00797633718105669,9563.445660205307,True,2.392021728625632e-15
12 h,12.0,0.7083333333333334,-1.913580768765321,200.0,nonlinear,0.0,73,0.0,194.94652615433992,199.9999999999954,53953.308229151145,23.315260182513736,908.5368105336303,0.00808994877297696,2814.905091373868,True,433.8023136300401
12 h,12.0,0.7083333333333334,-1.913580768765321,200.0,linear,0.0,73,0.0,194.94652615433992,199.9999999999954,53953.308229151145,23.315260182513736,955.107660541637,0.007973620463648252,9551.076604733447,True,2.583645552375633e-15
12 h,12.0,0.75,-1.6402120875131325,200.0,nonlinear,0.0,73,0.0,193.84765674159266,199.9999999999963,48061.62300568686,32.63404067683837,870.3914975465372,0.00818236411028086,2087.840840296203,True,821.5101131108646
12 h,12.0,0.75,-1.6402120875131325,200.0,linear,0.0,73,0.0,193.84765674159266,199.9999999999963,48061.62300568686,32.63404067683837,952.7800424891844,0.00796720639077421,9527.80042408012,True,2.988032435144963e-15
12 h,12.0,0.7916666666666666,-1.366843406260944,200.0,nonlinear,0.0,73,0.0,191.86732343720712,200.00000000000432,40968.49056126823,51.54046066490419,755.4957864645628,0.008465878265762984,1239.462028977754,True,1946.5939159033267
12 h,12.0,0.7916666666666666,-1.366843406260944,200.0,linear,0.0,73,0.0,191.86732343720712,200.00000000000432,40968.49056126823,51.54046066490419,948.2285548404295,0.007955047167317512,9482.285547357873,True,3.196264202972351e-15
12 h,12.0,0.8333333333333334,-1.0934747250087549,200.0,nonlinear,0.0,73,0.0,187.75644815291608,200.00000000000517,32325.367080068692,98.65966183814558,441.6379867220247,0.0090035176036428,499.80500066010524,True,6505.3341559087
12 h,12.0,0.8333333333333334,-1.0934747250087549,200.0,linear,0.0,73,0.0,187.75644815291608,200.00000000000517,32325.367080068692,98.65966183814558,938.5320332893664,0.007931973844545009,9385.320331390416,True,2.082835174010892e-15
12 h,12.0,0.875,-0.8201060437565663,200.0,nonlinear,0.0,73,0.0,176.4090347895033,200.00000000000193,21357.29632732418,277.5854573918391,108.6770031278902,0.009058651177595835,109.44452853687687,False,41474.46079966042
12 h,12.0,0.875,-0.8201060437565663,200.0,linear,0.0,73,0.0,176.4090347895033,200.00000000000193,21357.29632732418,277.5854573918391,914.5425273174925,0.00788455362055357,9145.425270686834,True,1.158427554039877e-15
12 h,12.0,0.9166666666666666,-0.5467373625043778,200.0,nonlinear,0.0,73,0.0,126.4178738762207,199.9999999999991,5540.765067732931,1825.544795127616,8.727617188210663,0.008517196319337748,8.728082789550712,False,1495219.1415928893
12 h,12.0,0.9166666666666666,-0.5467373625043778,200.0,linear,0.0,73,0.0,126.4178738762207,199.9999999999991,5540.765067732931,1825.544795127616,839.3770989854283,0.00801232510101875,8393.770983051258,True,6.809541715809732e-16
12 h,12.0,0.9583333333333334,-0.2733686812521885,200.0,nonlinear,0.0,73,0.0,137.40705110148525,595.7071709802918,3255.6325395509116,5182.467169098079,0.4275501640705344,0.00815978210848715,0.4275503264161265,False,11580203.663376896
12 h,12.0,0.9583333333333334,-0.2733686812521885,200.0,linear,0.0,73,0.0,137.40705110148525,595.7071709802918,3255.6325395509116,5182.467169098079,543.8708285849133,0.007826561759748095,5438.7082832291535,True,1.630569239919566e-16
1 lap,157.46036040126071,0.0,0.0,10.0,nonlinear,0.0,945,0.0,10.0,1329.3806018627463,3245.236168691912,25582.333843300654,0.005365458445381301,0.00041364945296595244,0.005365458649580682,False,2768764546.228987
1 lap,157.46036040126071,0.0,0.0,10.0,linear,0.0,945,0.0,10.0,1329.3806018627463,3245.236168691912,25582.333843300654,18.981893641134796,0.00041105999553047904,189.81893636212885,True,1.0813308607950076e-14
1 lap,157.46036040126071,0.041666666666666664,0.2733686812521887,10.0,nonlinear,0.0,945,0.0,9.392815842578237,1150.6986858878151,3257.52891146462,18873.95059178366,0.003762362454463681,0.00019210436745486514,0.00376236245455259,False,20919299802.91923
1 lap,157.46036040126071,0.041666666666666664,0.2733686812521887,10.0,linear,0.0,945,0.0,9.392815842578237,1150.6986858878151,3257.52891146462,18873.95059178366,543.8708280010774,0.00019212083290687473,5438.708222922154,True,2.1470976808652229e-10
1 lap,157.46036040126071,0.08333333333333333,0.5467373625043774,10.0,nonlinear,0.0,783,0.17142857142857137,8.376328458420009,323.85445513923685,3245.3161223856455,5314.342356606428,0.013360563089160438,0.00014638004052059008,0.013360563090836039,False,3951147423.256525
1 lap,157.46036040126071,0.08333333333333333,0.5467373625043774,10.0,linear,0.0,783,0.17142857142857137,8.376328458420009,323.85445513923685,3245.3161223856455,5314.342356606428,839.3770975013953,0.00014646084251174418,8393.770244336485,True,1.776698497468961e-09
1 lap,157.46036040126071,0.125,0.8201060437565663,10.0,nonlinear,0.0,830,0.12169312169312174,7.561599789984421,161.25379926556212,3253.8940005575973,2647.618936634663,0.026816798407616062,0.00012496162451208743,0.02681679841903044,False,1171053471.3610644
1 lap,157.46036040126071,0.125,0.8201060437565663,10.0,linear,0.0,830,0.12169312169312174,7.561599789984421,161.25379926556212,3253.8940005575973,2647.618936634663,914.5425257752341,0.0001247942971145574,9145.423994711531,True,2.7938441953231676e-09
1 lap,157.46036040126071,0.16666666666666666,1.0934747250087549,10.0,nonlinear,0.0,890,0.05820105820105825,7.05419523823529,101.41133807048907,3252.345425859039,1651.3707821543262,0.04233839323865607,0.00011161110896874693,0.04233839328130797,False,505567911.4429465
1 lap,157.46036040126071,0.16666666666666666,1.0934747250087549,10.0,linear,0.0,890,0.05820105820105825,7.05419523823529,101.41133807048907,3252.345425859039,1651.3707821543262,938.5320315116148,0.00011154140458969333,9385.318710293795,True,3.4859141597457656e-09
1 lap,157.46036040126071,0.20833333333333334,1.3668434062609438,10.0,nonlinear,0.0,945,0.0,6.762434730638072,71.85268208873357,3245.5492386359224,1181.6268366369773,0.059310448742529914,0.00010277242248182199,0.05931044885739647,False,275131943.5208858
1 lap,157.46036040126071,0.20833333333333334,1.3668434062609438,10.0,linear,0.0,945,0.0,6.762434730638072,71.85268208873357,3245.5492386359224,1181.6268366369773,948.2285529046233,0.00010255661580992839,9482.283719334027,True,3.85927897733399e-09
1 lap,157.46036040126071,0.25,1.6402120875131325,10.0,nonlinear,0.0,945,0.0,6.545283037028662,53.92492247222614,3259.5376817823676,887.5170995009821,0.0783444656232728,9.700284159878578e-05,0.07834446588548956,False,170566799.9596045
1 lap,157.46036040126071,0.25,1.6402120875131325,10.0,linear,0.0,945,0.0,6.545283037028662,53.92492247222614,3259.5376817823676,887.5170995009821,952.780040585635,9.661318859434324e-05,9527.798603379362,True,3.8354929400390796e-09
1 lap,157.46036040126071,0.2916666666666667,1.9135807687653215,10.0,nonlinear,0.0,945,0.0,6.293455821926795,41.22327063748229,3248.568102893967,675.10409052523,0.10103396535323834,9.269098784577439e-05,0.10103396591288655,False,113398959.89655888
1 lap,157.46036040126071,0.2916666666666667,1.9135807687653215,10.0,linear,0.0,945,0.0,6.293455821926795,41.22327063748229,3248.568102893967,675.10409052523,955.1076585511322,9.169437940736087e-05,9551.074683614488,True,4.042539190844469e-09
1 lap,157.46036040126071,0.3333333333333333,2.1869494500175097,10.0,nonlinear,0.0,945,0.0,5.937430412373026,31.301119510981763,3247.2005484053957,519.4245155873474,0.13027919383979294,8.927730333804642e-05,0.13027919503656718,False,78351767.50980464
1 lap,157.46036040126071,0.3333333333333333,2.1869494500175097,10.0,linear,0.0,945,0.0,5.937430412373026,31.301119510981763,3247.2005484053957,519.4245155873474,956.3445639777556,8.797748707979959e-05,9563.443620582802,True,4.272076821727865e-09
1 lap,157.46036040126071,0.375,2.4603181312696987,10.0,nonlinear,0.0,945,0.0,5.439901856806916,23.204400550529133,3262.9078073061796,388.85345974362133,0.1713059941255203,8.606121211920953e-05,0.1713059968426342,False,56046753.274217814
1 lap,157.46036040126071,0.375,2.4603181312696987,10.0,linear,0.0,945,0.0,5.439901856806916,23.204400550529133,3262.9078073061796,388.85345974362133,957.0008832506173,8.41627961912533e-05,9570.006618839541,True,4.71083263277074e-09
1 lap,157.46036040126071,0.4166666666666667,2.7336868125218876,10.0,nonlinear,0.0,945,0.0,4.788257928199077,16.22934618143719,3246.2036152637543,275.6749625349116,0.23354030781673876,8.19165485957279e-05,0.23354031469647524,False,42859433.58589215
1 lap,157.46036040126071,0.4166666666666667,2.7336868125218876,10.0,linear,0.0,945,0.0,4.788257928199077,16.22934618143719,3246.2036152637543,275.6749625349116,957.3348338075494,7.950244156652664e-05,9573.346095596851,True,4.7472409056483765e-09
1 lap,157.46036040126071,0.4583333333333333,3.007055493774076,10.0,nonlinear,0.0,945,0.0,3.968842942829806,10.177772639758144,3250.2671179771132,182.10708132125708,0.3291937493228229,7.504586972937058e-05,0.3291937685848507,False,38418804.29684328
1 lap,157.46036040126071,0.4583333333333333,3.007055493774076,10.0,linear,0.0,945,0.0,3.968842942829806,10.177772639758144,3250.2671179771132,182.10708132125708,957.4868195386476,7.292791544789723e-05,9574.865632626645,True,5.408619545083121e-09
1 lap,157.46036040126071,0.5,3.280424175026265,10.0,nonlinear,0.0,928,0.017989417989418,2.8852108717175513,10.0,3256.5610187460734,109.69184477936467,0.4525726597202656,6.430685984093819e-05,0.45257270976664066,False,49692463.99847619
1 lap,157.46036040126071,0.5,3.280424175026265,10.0,linear,0.0,928,0.017989417989418,2.8852108717175513,10.0,3256.5610187460734,109.69184477936467,957.5298153594102,6.377325341709855e-05,9575.294990386075,True,6.706110328031554e-09
1 lap,157.46036040126071,0.5416666666666666,-3.0070554937740765,10.0,nonlinear,0.0,945,0.0,0.664993378870021,9.999999999998447,3245.2561577721835,1082.3175341900323,0.6091290889540052,5.106379571267356e-05,0.6091292109859816,False,610463865.7273021
1 lap,157.46036040126071,0.5416666666666666,-3.0070554937740765,10.0,linear,0.0,945,0.0,0.664993378870021,9.999999999998447,3245.2561577721835,1082.3175341900323,957.4868161088325,5.044740095326951e-05,9574.862202774142,True,1.2603472420737137e-08
1 lap,157.46036040126071,0.5833333333333334,-2.733686812521887,10.0,nonlinear,0.0,945,0.0,1.573825325107511,10.000000000004096,3254.7435171678417,381.1802268026085,0.7264142475584677,4.943717983759067e-05,0.7264144545889294,False,262169856.5104062
1 lap,157.46036040126071,0.5833333333333334,-2.733686812521887,10.0,linear,0.0,945,0.0,1.573825325107511,10.000000000004096,3254.7435171678417,381.1802268026085,957.3348279714805,4.294470559569744e-05,9573.340259462851,True,1.6935385306849593e-08
1 lap,157.46036040126071,0.625,-2.4603181312696987,10.0,nonlinear,0.0,945,0.0,2.010521732187354,10.000000000003494,3251.6129870900263,208.61533398795498,0.544462756110602,3.8527692176092205e-05,0.5444628433445589,False,53861860802.10528
1 lap,157.46036040126071,0.625,-2.4603181312696987,10.0,linear,0.0,945,0.0,2.010521732187354,10.000000000003494,3251.6129870900263,208.61533398795498,957.0008167053386,2.7228124141638427e-05,9569.940074125552,True,1.9305861855967869e-07
1 lap,157.46036040126071,0.6666666666666666,-2.18694945001751,10.0,nonlinear,0.0,927,0.01904761904761909,1.9195781969981878,9.999999999995259,3245.727415170722,224.69711064754011,0.41477823915277856,4.149946615884248e-05,0.4147782777740594,False,387695882.363437
1 lap,157.46036040126071,0.6666666666666666,-2.18694945001751,10.0,linear,0.0,927,0.01904761904761909,1.9195781969981878,9.999999999995259,3245.727415170722,224.69711064754011,956.3445521352214,3.330060025338252e-05,9563.431777763732,True,2.9063109361028304e-08
1 lap,157.46036040126071,0.7083333333333334,-1.913580768765321,10.0,nonlinear,0.0,945,0.0,1.1220899346488367,10.234212220180071,3260.6218607929077,432.684723365969,0.30348242016871935,4.6465706545525025e-05,0.3034824353359004,False,852043616.4175858
1 lap,157.46036040126071,0.7083333333333334,-1.913580768765321,10.0,linear,0.0,945,0.0,1.1220899346488367,10.234212220180071,3260.6218607929077,432.684723365969,955.1076412659983,4.0756005065689913e-05,9551.057398018273,True,4.033810073303139e-08
1 lap,157.46036040126071,0.75,-1.6402120875131325,10.0,nonlinear,0.0,927,0.01904761904761909,1.0643202108765195,11.801456143058168,3248.0724091406564,507.5756004197503,0.2432041054286241,5.69826451547781e-05,0.24320411327263636,False,681366518.7577703
1 lap,157.46036040126071,0.75,-1.6402120875131325,10.0,linear,0.0,927,0.01904761904761909,1.0643202108765195,11.801456143058168,3248.0724091406564,507.5756004197503,952.7800117776773,5.345980376495174e-05,9527.769794514468,True,6.459544835922585e-08
1 lap,157.46036040126071,0.7916666666666666,-1.366843406260944,10.0,nonlinear,0.0,945,0.0,4.359805061218842,13.155562997730442,3247.61654919358,204.59845887019918,0.21147777977503346,7.128032800819608e-05,0.2114777849819917,False,121554804.42025672
1 lap,157.46036040126071,0.7916666666666666,-1.366843406260944,10.0,linear,0.0,945,0.0,4.359805061218842,13.155562997730442,3247.61654919358,204.59845887019918,948.2285507887378,6.964737539571037e-05,9482.2816011899,True,8.343132600246758e-09
1 lap,157.46036040126071,0.8333333333333334,-1.0934747250087549,10.0,nonlinear,0.0,945,0.0,5.526078511917624,22.222057395195158,3261.7452564462674,219.6666356959686,0.1827569017141301,8.688393757772505e-05,0.18275690514459814,False,82621924.06599428
1 lap,157.46036040126071,0.8333333333333334,-1.0934747250087549,10.0,linear,0.0,945,0.0,5.526078511917624,22.222057395195158,3261.7452564462674,219.6666356959686,938.5320319326759,8.581509639591419e-05,9385.319126248341,True,2.5770655122801276e-09
1 lap,157.46036040126071,0.875,-0.8201060437565663,10.0,nonlinear,0.0,945,0.0,5.938007840383564,46.44854965090544,3245.94554476521,233.43546160436225,0.15173151613682379,0.00010739461582829984,0.15173151820454658,False,106519889.8240601
