arc,arc_hours,phase,start_days_from_perilune,separation_km,model,burn_m_s,n_measurements,excluded_fraction,separation_min_km,separation_max_km,target_moon_distance_min_km,los_departure_max_arcsec,range_sigma_km,cross_range_sigma_km,range_sigma_weaker_prior_km,prior_limited,scale_information_ratio
1 lap,157.46036040126071,0.875,-0.8201060437565663,10.0,linear,0.0,945,0.0,5.938007840383564,46.44854965090544,3245.94554476521,233.43546160436225,914.5425266238445,0.00010694620989995742,9145.424828088522,True,9.695821288028685e-10
1 lap,157.46036040126071,0.9166666666666666,-0.5467373625043778,10.0,nonlinear,0.0,945,0.0,6.375458298029225,116.7280162598206,3250.9202050119175,246.31613269115147,0.10847730188983912,0.00014008861776066586,0.10847730278711262,False,194265243.10789493
1 lap,157.46036040126071,0.9166666666666666,-0.5467373625043778,10.0,linear,0.0,945,0.0,6.375458298029225,116.7280162598206,3250.9202050119175,246.31613269115147,839.3770981667368,0.0001398244895779812,8393.770850473311,True,3.161095142332674e-10
1 lap,157.46036040126071,0.9583333333333334,-0.2733686812521885,10.0,nonlinear,0.0,945,0.0,6.933864315181138,520.8174379002044,3255.6325395509116,721.9858533897705,0.04001485798219895,0.0002122650446244958,0.04001485808949555,False,468242880.41902816
1 lap,157.46036040126071,0.9583333333333334,-0.2733686812521885,10.0,linear,0.0,945,0.0,6.933864315181138,520.8174379002044,3255.6325395509116,721.9858533897705,543.8708283099785,0.00021214821830845587,5438.708272705728,True,3.86899070175427e-11
1 lap,157.46036040126071,0.0,0.0,50.0,nonlinear,0.0,945,0.0,50.00000000000001,9656.854731771198,3245.236168691912,108040.42982689055,0.006173666239442019,0.0021020407813635428,0.006173666412498782,False,545803350.7069656
1 lap,157.46036040126071,0.0,0.0,50.0,linear,0.0,945,0.0,50.00000000000001,9656.854731771198,3245.236168691912,108040.42982689055,18.981893760208035,0.002054089175366916,189.81893637411756,True,1.724900316359727e-16
1 lap,157.46036040126071,0.041666666666666664,0.2733686812521887,50.0,nonlinear,0.0,945,0.0,46.97786540341683,5440.875136471761,3257.52891146462,85903.67184527776,0.0039026144289135674,0.0009607531220010425,0.0039026144290059753,False,20153697748.209633
1 lap,157.46036040126071,0.041666666666666664,0.2733686812521887,50.0,linear,0.0,945,0.0,46.97786540341683,5440.875136471761,3257.52891146462,85903.67184527776,543.8708280598482,0.0009604301514371681,5438.708280488717,True,3.839986944141475e-13
1 lap,157.46036040126071,0.08333333333333333,0.5467373625043774,50.0,nonlinear,0.0,783,0.17142857142857137,41.90334531739269,1615.3329950137304,3245.3161223856455,26341.83569553798,0.013395615749845623,0.0007321110304852772,0.013395615751530959,False,3935502736.3585463
1 lap,157.46036040126071,0.08333333333333333,0.5467373625043774,50.0,linear,0.0,783,0.17142857142857137,41.90334531739269,1615.3329950137304,3245.3161223856455,26341.83569553798,839.3770982386822,0.000731780526010831,8393.77098134517,True,2.52170945964819e-12
1 lap,157.46036040126071,0.125,0.8201060437565663,50.0,nonlinear,0.0,830,0.12169312169312174,37.83103431932337,805.3647102796571,3253.8940005575973,13217.652275652506,0.026810094795510848,0.000625040767245239,0.02681009480691788,False,1169440590.1404748
1 lap,157.46036040126071,0.125,0.8201060437565663,50.0,linear,0.0,830,0.12169312169312174,37.83103431932337,805.3647102796571,3253.8940005575973,13217.652275652506,914.5425270491406,0.000624520303076041,9145.42526855942,True,4.277912563313736e-12
1 lap,157.46036040126071,0.16666666666666666,1.0934747250087549,50.0,nonlinear,0.0,890,0.05820105820105825,35.29271786647822,507.9416444480748,3252.345425859039,8297.45982312001,0.04229707896475618,0.0005582573563255198,0.042297079007292925,False,505108086.6967804
1 lap,157.46036040126071,0.16666666666666666,1.0934747250087549,50.0,linear,0.0,890,0.05820105820105825,35.29271786647822,507.9416444480748,3252.345425859039,8297.45982312001,938.5320331301181,0.0005573069671923865,9385.320328666976,True,5.673577997189333e-12
1 lap,157.46036040126071,0.20833333333333334,1.3668434062609438,50.0,nonlinear,0.0,945,0.0,33.83242895977269,358.9842132738588,3245.5492386359224,5891.564525082328,0.059243429396959646,0.0005140291473214519,0.059243429511458195,False,274907220.0474666
1 lap,157.46036040126071,0.20833333333333334,1.3668434062609438,50.0,linear,0.0,945,0.0,33.83242895977269,358.9842132738588,3245.5492386359224,5891.564525082328,948.228554730035,0.0005124169291944401,9482.285544685898,True,5.5911530622880986e-12
1 lap,157.46036040126071,0.25,1.6402120875131325,50.0,nonlinear,0.0,945,0.0,32.74568936886369,269.74800868635276,3259.5376817823676,4439.615606384206,0.07825581109823293,0.00048515303898741133,0.07825581135959717,False,170431879.5615865
1 lap,157.46036040126071,0.25,1.6402120875131325,50.0,linear,0.0,945,0.0,32.74568936886369,269.74800868635276,3259.5376817823676,4439.615606384206,952.78004240334,0.0004824465671340968,9527.800421081549,True,6.2845735295631315e-12
1 lap,157.46036040126071,0.2916666666666667,1.9135807687653215,50.0,nonlinear,0.0,945,0.0,31.486890923011845,206.3623893131286,3248.568102893967,3383.1435279481725,0.10092221522064161,0.0004635626414013,0.10092221577849762,False,113309727.38044329
1 lap,157.46036040126071,0.2916666666666667,1.9135807687653215,50.0,linear,0.0,945,0.0,31.486890923011845,206.3623893131286,3248.568102893967,3383.1435279481725,955.1076604690854,0.00045927318236431793,9551.076601570532,True,6.609124967427808e-12
1 lap,157.46036040126071,0.3333333333333333,2.1869494500175097,50.0,nonlinear,0.0,945,0.0,29.708354990241112,156.76494087701357,3247.2005484053957,2594.8732975314865,0.13013426969039402,0.0004464587643297099,0.13013427088329482,False,78286259.0210327
1 lap,157.46036040126071,0.3333333333333333,2.1869494500175097,50.0,linear,0.0,945,0.0,29.708354990241112,156.76494087701357,3247.2005484053957,2594.8732975314865,956.3445660138879,0.0004399457188931414,9563.4456566723,True,7.336478462568664e-12
1 lap,157.46036040126071,0.375,2.4603181312696987,50.0,nonlinear,0.0,945,0.0,27.22370651894525,116.13945690246264,3262.9078073061796,1945.79540511938,0.17110539672447778,0.000430340731708868,0.17110539943229783,False,55987876.60149516
1 lap,157.46036040126071,0.375,2.4603181312696987,50.0,linear,0.0,945,0.0,27.22370651894525,116.13945690246264,3262.9078073061796,1945.79540511938,957.0008854830453,0.0004209174581913259,9570.008851311308,True,7.437843283939514e-12
1 lap,157.46036040126071,0.4166666666666667,2.7336868125218876,50.0,nonlinear,0.0,945,0.0,23.969995437264192,81.29013418899801,3246.2036152637543,1381.0027519253451,0.2332396097087136,0.00040958237729097843,0.2332396165624628,False,42789658.014795884
1 lap,157.46036040126071,0.4166666666666667,2.7336868125218876,50.0,linear,0.0,945,0.0,23.969995437264192,81.29013418899801,3246.2036152637543,1381.0027519253451,957.3348360690633,0.0003975405543095085,9573.348357131792,True,7.52872122935051e-12
1 lap,157.46036040126071,0.4583333333333333,3.007055493774076,50.0,nonlinear,0.0,945,0.0,19.880835712369585,51.0317879774786,3250.2671179771132,912.1207322055966,0.3287293995451263,0.0003752116892355911,0.32872941872710704,False,38304087.78100597
1 lap,157.46036040126071,0.4583333333333333,3.007055493774076,50.0,linear,0.0,945,0.0,19.880835712369585,51.0317879774786,3250.2671179771132,912.1207322055966,957.48682212311,0.0003645557831735898,9574.868217082612,True,8.771240261704295e-12
1 lap,157.46036040126071,0.5,3.280424175026265,50.0,nonlinear,0.0,928,0.017989417989418,14.478957355767816,50.00000000000001,3256.5610187460734,550.0138914758287,0.45184352623530594,0.0003215411560334465,0.451843576043396,False,49357430.63501587
1 lap,157.46036040126071,0.5,3.280424175026265,50.0,linear,0.0,928,0.017989417989418,14.478957355767816,50.00000000000001,3256.5610187460734,550.0138914758287,957.5298185494697,0.00031874052020239616,9575.298180449276,True,1.074064197311573e-11
1 lap,157.46036040126071,0.5416666666666666,-3.0070554937740765,50.0,nonlinear,0.0,945,0.0,3.4496701308880477,49.99999999999786,3245.2561577721835,5276.235511969379,0.6080115243246708,0.0002553809108286143,0.6080116456928698,False,575602799.0914551
1 lap,157.46036040126071,0.5416666666666666,-3.0070554937740765,50.0,linear,0.0,945,0.0,3.4496701308880477,49.99999999999786,3245.2561577721835,5276.235511969379,957.4868221176301,0.00025206329022013044,9574.868211563798,True,2.0503790647845016e-11
1 lap,157.46036040126071,0.5833333333333334,-2.733686812521887,50.0,nonlinear,0.0,945,0.0,7.8397140025935625,50.00000000000064,3254.7435171678417,1917.150127971344,0.7266426844894893,0.00024651711485787183,0.7266428917221415,False,264363516.76992393
1 lap,157.46036040126071,0.5833333333333334,-2.733686812521887,50.0,linear,0.0,945,0.0,7.8397140025935625,50.00000000000064,3254.7435171678417,1917.150127971344,957.3348360600968,0.00021385178465897073,9573.3483480729,True,2.644105582700191e-11
1 lap,157.46036040126071,0.625,-2.4603181312696987,50.0,nonlinear,0.0,945,0.0,10.036010135263853,50.000000000005926,3251.6129870900263,1043.8988741256906,0.5453179109200483,0.0001929180171415139,0.5453179985683445,False,10942039892.425913
1 lap,157.46036040126071,0.625,-2.4603181312696987,50.0,linear,0.0,945,0.0,10.036010135263853,50.000000000005926,3251.6129870900263,1043.8988741256906,957.0008854106508,0.00013600564859796873,9570.008778732796,True,1.3586303249641915e-09
1 lap,157.46036040126071,0.6666666666666666,-2.18694945001751,50.0,nonlinear,0.0,927,0.01904761904761909,9.596777161693026,50.000000000005215,3245.727415170722,1123.2203120147433,0.4153899999289135,0.00020722486268254787,0.4153900387221614,False,390619467.3089122
1 lap,157.46036040126071,0.6666666666666666,-2.18694945001751,50.0,linear,0.0,927,0.01904761904761909,9.596777161693026,50.000000000005215,3245.727415170722,1123.2203120147433,956.3445659973274,0.00016785160149248158,9563.445639814761,True,4.277155525345748e-11
1 lap,157.46036040126071,0.7083333333333334,-1.913580768765321,50.0,nonlinear,0.0,945,0.0,5.630148489280575,51.0511261846339,3260.6218607929077,2158.5534423131044,0.3040533963064606,0.0002320978818246695,0.3040534115599248,False,846843380.9907587
1 lap,157.46036040126071,0.7083333333333334,-1.913580768765321,50.0,linear,0.0,945,0.0,5.630148489280575,51.0511261846339,3260.6218607929077,2158.5534423131044,955.1076604406448,0.00020423115836110171,9551.07657259103,True,6.796989818290115e-11
1 lap,157.46036040126071,0.75,-1.6402120875131325,50.0,nonlinear,0.0,927,0.01904761904761909,5.266645251230317,58.88610764054659,3248.0724091406564,2550.793912366805,0.2434738903039839,0.00028461378204373274,0.24347389817452603,False,691682858.354324
1 lap,157.46036040126071,0.75,-1.6402120875131325,50.0,linear,0.0,927,0.01904761904761909,5.266645251230317,58.88610764054659,3248.0724091406564,2550.793912366805,952.7800423585217,0.0002687526436138393,9527.800375254166,True,1.0260779957956727e-10
1 lap,157.46036040126071,0.7916666666666666,-1.366843406260944,50.0,nonlinear,0.0,945,0.0,21.70449746460674,65.65582137282217,3247.61654919358,1022.0774757719363,0.21177910320310506,0.000356176448439929,0.21177910843286743,False,122467147.53152123
1 lap,157.46036040126071,0.7916666666666666,-1.366843406260944,50.0,linear,0.0,945,0.0,21.70449746460674,65.65582137282217,3247.61654919358,1022.0774757719363,948.2285547284853,0.0003472971563783077,9482.285540992112,True,1.3412834680621453e-11
1 lap,157.46036040126071,0.8333333333333334,-1.0934747250087549,50.0,nonlinear,0.0,945,0.0,27.58589126801812,110.90737130491217,3261.7452564462674,1097.597407637111,0.18306695362803194,0.00043420110765015485,0.18306695707678158,False,82932707.59828979
1 lap,157.46036040126071,0.8333333333333334,-1.0934747250087549,50.0,linear,0.0,945,0.0,27.58589126801812,110.90737130491217,3261.7452564462674,1097.597407637111,938.53203313607,0.00042963550551559725,9385.320329493547,True,4.02851178950767e-12
1 lap,157.46036040126071,0.875,-0.8201060437565663,50.0,nonlinear,0.0,945,0.0,29.642695531862017,231.9675828235952,3245.94554476521,1166.848448320383,0.15205637787921186,0.0005367301871865229,0.15205637996153454,False,106784637.8428897
1 lap,157.46036040126071,0.875,-0.8201060437565663,50.0,linear,0.0,945,0.0,29.642695531862017,231.9675828235952,3245.94554476521,1166.848448320383,914.5425270655197,0.0005346804417138176,9145.425269946494,True,1.5710659830054616e-12
1 lap,157.46036040126071,0.9166666666666666,-0.5467373625043778,50.0,nonlinear,0.0,945,0.0,31.819782634479335,584.2595420344371,3250.9202050119175,1232.1539456984935,0.10886574748223371,0.0007001401815486339,0.10886574839097386,False,194693781.2016658
1 lap,157.46036040126071,0.9166666666666666,-0.5467373625043778,50.0,linear,0.0,945,0.0,31.819782634479335,584.2595420344371,3250.9202050119175,1232.1539456984935,839.3770982989834,0.0006992048633911626,8393.77098278422,True,4.966626831698607e-13
1 lap,157.46036040126071,0.9583333333333334,-0.2733686812521885,50.0,nonlinear,0.0,945,0.0,34.602045500492274,2668.8643055628763,3255.6325395509116,3798.4661247718404,0.040638443648335125,0.0010608659935580035,0.040638443760940175,False,472477759.17215633
1 lap,157.46036040126071,0.9583333333333334,-0.2733686812521885,50.0,linear,0.0,945,0.0,34.602045500492274,2668.8643055628763,3255.6325395509116,3798.4661247718404,543.8708283211206,0.0010602742839061104,5438.708283185389,True,6.598784119459888e-14
1 lap,157.46036040126071,0.0,0.0,200.0,nonlinear,0.0,702,0.2571428571428571,200.00000000000003,52181.1906273514,3245.236168691912,203071.6525657395,0.054240591821728815,0.00929574103291412,0.054240778135359276,False,29508692.412688877
1 lap,157.46036040126071,0.0,0.0,200.0,linear,0.0,702,0.2571428571428571,200.00000000000003,52181.1906273514,3245.236168691912,203071.6525657395,18.98189563013376,0.008885927940409261,189.81893656138897,True,8.076148038502388e-18
1 lap,157.46036040126071,0.041666666666666664,0.2733686812521887,200.0,nonlinear,0.0,927,0.01904761904761909,188.1188486213933,15783.013022300338,3257.52891146462,216035.8408492314,0.008336444794630516,0.0038467404438216504,0.008336444795379367,False,4858880382.057026
1 lap,157.46036040126071,0.041666666666666664,0.2733686812521887,200.0,linear,0.0,927,0.01904761904761909,188.1188486213933,15783.013022300338,3257.52891146462,216035.8408492314,543.8708280751194,0.0038419520496797217,5438.708280590902,True,1.5064191506923912e-15
1 lap,157.46036040126071,0.08333333333333333,0.5467373625043774,200.0,nonlinear,0.0,784,0.1703703703703704,167.93881067611758,6062.298679804275,3245.3161223856455,95261.54626323303,0.01395829745879439,0.0029310441741091887,0.013958297460637377,False,3765842144.6666327
1 lap,157.46036040126071,0.08333333333333333,0.5467373625043774,200.0,linear,0.0,784,0.1703703703703704,167.93881067611758,6062.298679804275,3245.3161223856455,95261.54626323303,839.3770982411787,0.0029265922636034676,8393.77098239225,True,1.0320524430577977e-14
1 lap,157.46036040126071,0.125,0.8201060437565663,200.0,nonlinear,0.0,830,0.12169312169312174,151.67035584756925,3169.0065510840604,3253.8940005575973,51383.109737251616,0.02699235123660785,0.002503736526839444,0.026992351248220067,False,1153931142.018319
1 lap,157.46036040126071,0.125,0.8201060437565663,200.0,linear,0.0,830,0.12169312169312174,151.67035584756925,3169.0065510840604,3253.8940005575973,51383.109737251616,914.5425270513077,0.002498267624284367,9145.425270502516,True,1.7420894678179993e-14
1 lap,157.46036040126071,0.16666666666666666,1.0934747250087549,200.0,nonlinear,0.0,891,0.05714285714285716,141.49784335681431,2020.1348855737658,3252.345425859039,32903.64972937747,0.04225595801910187,0.0022357055482313086,0.042255958061528265,False,501771109.5860308
1 lap,157.46036040126071,0.16666666666666666,1.0934747250087549,200.0,linear,0.0,891,0.05714285714285716,141.49784335681431,2020.1348855737658,3252.345425859039,32903.64972937747,938.5320331328543,0.0022291474789361753,9385.32033131716,True,2.2735833755003123e-14
1 lap,157.46036040126071,0.20833333333333334,1.3668434062609438,200.0,nonlinear,0.0,945,0.0,135.63234577436293,1438.9102081879312,3245.5492386359224,23414.092444857575,0.05906395157534568,0.0020586361924854403,0.059063951688868306,False,273648222.9547429
1 lap,157.46036040126071,0.20833333333333334,1.3668434062609438,200.0,linear,0.0,945,0.0,135.63234577436293,1438.9102081879312,3245.5492386359224,23414.092444857575,948.2285547327069,0.002050022580649628,9482.285547315558,True,2.3727717708551906e-14
1 lap,157.46036040126071,0.25,1.6402120875131325,200.0,nonlinear,0.0,945,0.0,131.27269243485603,1077.993179434565,3259.5376817823676,17652.926533460795,0.0779734365502846,0.0019427098429373882,0.07797343680895236,False,169795818.78283438
1 lap,157.46036040126071,0.25,1.6402120875131325,200.0,linear,0.0,945,0.0,131.27269243485603,1077.993179434565,3259.5376817823676,17652.926533460795,952.7800424063329,0.0019302380270566082,9527.800424050405,True,2.68920595277941e-14
1 lap,157.46036040126071,0.2916666666666667,1.9135807687653215,200.0,nonlinear,0.0,945,0.0,126.24096123535391,827.1829425313601,3248.568102893967,13587.947360615357,0.10053899419216378,0.001855891867368456,0.10053899474391012,False,112936513.47323534
1 lap,157.46036040126071,0.2916666666666667,1.9135807687653215,200.0,linear,0.0,945,0.0,126.24096123535391,827.1829425313601,3248.568102893967,13587.947360615357,955.1076604722437,0.0018375275941593838,9551.07660471004,True,2.585511346258617e-14
1 lap,157.46036040126071,0.3333333333333333,2.1869494500175097,200.0,nonlinear,0.0,945,0.0,119.14961893491432,630.1410569662023,3247.2005484053957,10319.683945527078,0.1296161894600387,0.0017869632336254067,0.1296161906391687,False,78035015.36932133
1 lap,157.46036040126071,0.3333333333333333,2.1869494500175097,200.0,linear,0.0,945,0.0,119.14961893491432,630.1410569662023,3247.2005484053957,10319.683945527078,956.3445660173944,0.0017599570515567126,9563.445660161899,True,2.517314979271017e-14
1 lap,157.46036040126071,0.375,2.4603181312696987,200.0,nonlinear,0.0,945,0.0,109.25496797365412,465.96724123686647,3262.9078073061796,7795.423767549472,0.17037047143469583,0.0017219697158397606,0.17037047410865558,False,55776437.842592634
1 lap,157.46036040126071,0.375,2.4603181312696987,200.0,linear,0.0,945,0.0,109.25496797365412,465.96724123686647,3262.9078073061796,7795.423767549472,957.0008854865947,0.0016834897504303867,9570.008854852802,True,2.7510436961260986e-14
1 lap,157.46036040126071,0.4166666666666667,2.7336868125218876,200.0,nonlinear,0.0,945,0.0,96.31003636200346,327.1971787544803,3246.2036152637543,5560.20182531318,0.2321297323495616,0.001638494115254034,0.23212973910797471,False,42545143.00422134
1 lap,157.46036040126071,0.4166666666666667,2.7336868125218876,200.0,linear,0.0,945,0.0,96.31003636200346,327.1971787544803,3246.2036152637543,5560.20182531318,957.3348360726551,0.0015894826449705495,9573.34836071113,True,3.2324754426494206e-14
1 lap,157.46036040126071,0.4583333333333333,3.007055493774076,200.0,nonlinear,0.0,945,0.0,80.07247780932848,206.24826291137109,3250.2671179771132,3671.315325331059,0.3270452930778793,0.001500866267615069,0.32704531197152176,False,37897684.66228617
1 lap,157.46036040126071,0.4583333333333333,3.007055493774076,200.0,linear,0.0,945,0.0,80.07247780932848,206.24826291137109,3250.2671179771132,3671.315325331059,957.486822127294,0.0014569335151990112,9574.868221255905,True,3.5945850000067915e-14
1 lap,157.46036040126071,0.5,3.280424175026265,200.0,nonlinear,0.0,928,0.017989417989418,58.71147188052826,200.00000000000003,3256.5610187460734,2223.7762898614387,0.44933916839372895,0.0012865380853440901,0.4493392173899664,False,48160669.43747052
1 lap,157.46036040126071,0.5,3.280424175026265,200.0,linear,0.0,928,0.017989417989418,58.71147188052826,200.00000000000003,3256.5610187460734,2223.7762898614387,957.5298185545574,0.0012730828464568242,9575.298185525402,True,4.244454939730228e-14
1 lap,157.46036040126071,0.5416666666666666,-3.0070554937740765,200.0,nonlinear,0.0,945,0.0,15.684318434604016,200.0000000000012,3245.2561577721835,19335.907120806256,0.6038615919542266,0.0010221826627031362,0.6038617108789944,False,470656956.9716746
1 lap,157.46036040126071,0.5416666666666666,-3.0070554937740765,200.0,linear,0.0,945,0.0,15.684318434604016,200.0000000000012,3245.2561577721835,19335.907120806256,957.4868221273026,0.0010056030111879422,9574.868221232648,True,8.557030463450859e-14
1 lap,157.46036040126071,0.5833333333333334,-2.733686812521887,200.0,nonlinear,0.0,945,0.0,30.918408994649017,199.99999999999997,3254.7435171678417,7838.697856406668,0.7277706280092325,0.0009749252346022623,0.7277708362346469,False,272969623.0596669
1 lap,157.46036040126071,0.5833333333333334,-2.733686812521887,200.0,linear,0.0,945,0.0,30.918408994649017,199.99999999999997,3254.7435171678417,7838.697856406668,957.3348360726994,0.0008429631487579969,9573.348360676933,True,1.0578948168488311e-13
1 lap,157.46036040126071,0.625,-2.4603181312696987,200.0,nonlinear,0.0,945,0.0,39.89064643600885,200.00000000000048,3251.6129870900263,4186.34109011024,0.5494379043601914,0.0007771925801710019,0.5494379940177703,False,2962994544.1884995
1 lap,157.46036040126071,0.625,-2.4603181312696987,200.0,linear,0.0,945,0.0,39.89064643600885,200.00000000000048,3251.6129870900263,4186.34109011024,957.0008854864552,0.0005458490853791746,9570.008854562784,True,6.979899955462276e-13
1 lap,157.46036040126071,0.6666666666666666,-2.18694945001751,200.0,nonlinear,0.0,927,0.01904761904761909,38.36768785772452,200.00000000000347,3245.727415170722,4487.354959834057,0.417771680519576,0.0008247529872476457,0.4177717199871019,False,402124570.9513927
1 lap,157.46036040126071,0.6666666666666666,-2.18694945001751,200.0,linear,0.0,927,0.01904761904761909,38.36768785772452,200.00000000000347,3245.727415170722,4487.354959834057,956.3445660176061,0.0006685964793615982,9563.445660095436,True,1.7059274746682163e-13
1 lap,157.46036040126071,0.7083333333333334,-1.913580768765321,200.0,nonlinear,0.0,945,0.0,22.81391363149448,202.38269521809914,3260.6218607929077,8557.28531230729,0.306244173612522,0.0009245948806612784,0.3062441892000536,False,826679539.1417575
1 lap,157.46036040126071,0.7083333333333334,-1.913580768765321,200.0,linear,0.0,945,0.0,22.81391363149448,202.38269521809914,3260.6218607929077,8557.28531230729,955.1076604726393,0.0008148677066527253,9551.07660458642,True,2.992279361884142e-13
1 lap,157.46036040126071,0.75,-1.6402120875131325,200.0,nonlinear,0.0,927,0.01904761904761909,20.248694494097997,233.69380744595404,3248.0724091406564,10397.660773132518,0.24451192584398326,0.0011337860481286388,0.24451193381715908,False,731107452.8689805
1 lap,157.46036040126071,0.75,-1.6402120875131325,200.0,linear,0.0,927,0.01904761904761909,20.248694494097997,233.69380744595404,3248.0724091406564,10397.660773132518,952.7800424071472,0.0010747929514762413,9527.800423872564,True,4.2272508862800016e-13
1 lap,157.46036040126071,0.7916666666666666,-1.366843406260944,200.0,nonlinear,0.0,945,0.0,85.40632414325123,260.7494618866044,3247.61654919358,4073.1199326611404,0.21292753838555253,0.0014212578294097932,0.21292754370282663,False,125942253.34798099
1 lap,157.46036040126071,0.7916666666666666,-1.366843406260944,200.0,linear,0.0,945,0.0,85.40632414325123,260.7494618866044,3247.61654919358,4073.1199326611404,948.228554734813,0.0013890956002446772,9482.285547323749,True,5.196550310879846e-14
1 lap,157.46036040126071,0.8333333333333334,-1.0934747250087549,200.0,nonlinear,0.0,945,0.0,109.67767440187653,440.5881448742953,3261.7452564462674,4377.63513733862,0.18425151373450588,0.0017334963601323395,0.18425151725366165,False,84140166.70620012
1 lap,157.46036040126071,0.8333333333333334,-1.0934747250087549,200.0,linear,0.0,945,0.0,109.67767440187653,440.5881448742953,3261.7452564462674,4377.63513733862,938.5320331379558,0.0017181986438215865,9385.320331371833,True,1.6381771264209897e-14
1 lap,157.46036040126071,0.875,-0.8201060437565663,200.0,nonlinear,0.0,945,0.0,117.86272738346352,923.7631242663621,3245.94554476521,4660.422587838544,0.15332513696724773,0.002143264007572037,0.153325139107046,False,107800631.65851551
1 lap,157.46036040126071,0.875,-0.8201060437565663,200.0,linear,0.0,945,0.0,117.86272738346352,923.7631242663621,3245.94554476521,4660.422587838544,914.5425270662982,0.0021382382183156696,9145.425270659527,True,6.1125198077951024e-15
1 lap,157.46036040126071,0.9166666666666666,-0.5467373625043778,200.0,nonlinear,0.0,945,0.0,126.4178738762207,2347.3911009730796,3250.9202050119175,4934.72915213805,0.11050511816268727,0.002796013274993889,0.11050511911990747,False,196318069.3805411
1 lap,157.46036040126071,0.9166666666666666,-0.5467373625043778,200.0,linear,0.0,945,0.0,126.4178738762207,2347.3911009730796,3250.9202050119175,4934.72915213805,839.3770982996997,0.002796311930873329,8393.770982990396,True,2.0147125533750273e-15
1 lap,157.46036040126071,0.9583333333333334,-0.2733686812521885,200.0,nonlinear,0.0,945,0.0,137.40705110148525,12229.16182056365,3255.6325395509116,20972.69616049932,0.04358348304662758,0.004236801054694072,0.04358348318758928,False,496093158.57825017
1 lap,157.46036040126071,0.9583333333333334,-0.2733686812521885,200.0,linear,0.0,945,0.0,137.40705110148525,12229.16182056365,3255.6325395509116,20972.69616049932,543.870828333633,0.004241936968661421,5438.708283203457,True,2.5988903621115944e-16
