filter,start,runs,acceleration_sigma,mean_nees,median_nees,mean_nis,fraction_nees_in_band,nees_lower,nees_upper,nis_lower,nis_upper,range_error_km_rms_lap1,range_error_km_rms_final,range_sigma_km_final,crlb_range_sigma_km_final,cross_range_error_km_rms_final,cross_range_sigma_km_final,crlb_cross_range_sigma_km_final
ekf,cold,12,1e-09,230636612.77157822,163525.13776576973,2.8554864961258057,0.0,4.202326236219204,8.112754561513846,1.0334291847870365,3.2803397522169924,3.5985209244732603,4.028363143114886,0.005432427669814883,0.1011195194830687,0.004107191485053654,0.00045618343775551243,0.00021997422972806275
ukf,cold,12,1e-09,636.6759743871868,64.16283878723522,2.0539841416363025,0.0,4.202326236219204,8.112754561513846,1.0334291847870365,3.2803397522169924,1.7149219062978114,0.7978842838656175,0.07007939005826143,0.1011195194830687,0.0013268093104874675,0.0007914019653223804,0.00021997422972806275
ekf,warm 1 d,12,1e-09,6078189.303753011,16790.71643036214,2.068561128533371,0.11803475134811264,4.202326236219204,8.112754561513846,1.0334291847870365,3.2803397522169924,1.05335029039462,1.1530452622856835,0.011277307545598898,0.1011195194830687,0.001162780870192241,0.00036407429196105883,0.00021997422972806275
ukf,warm 1 d,12,1e-09,7.110233278447594,6.806955440426274,1.988375744711524,0.6674655482324745,4.202326236219204,8.112754561513846,1.0334291847870365,3.2803397522169924,0.5491681483525439,0.10885655999950107,0.09740797070099226,0.1011195194830687,0.000799623356550881,0.0007829814036286346,0.00021997422972806275
ekf,warm 4 d,12,1e-09,2789474.0067578503,5.894067219013269,1.998025137037181,0.5909090909090909,4.202326236219204,8.112754561513846,1.0334291847870365,3.2803397522169924,0.4806465765385377,0.21222772780764843,0.0023472164838937225,0.1011195194830687,0.0010188597396300577,0.0005598967292607075,0.00021997422972806275
ukf,warm 4 d,12,1e-09,5.959519039673004,5.796468289030459,1.9926804858060134,0.9848484848484849,4.202326236219204,8.112754561513846,1.0334291847870365,3.2803397522169924,0.48085121691591615,0.10420055786498376,0.0975079512746458,0.1011195194830687,0.0007564725958318708,0.0007750698316191587,0.00021997422972806275
