phase,burn_m_s,lowest_perigee_altitude_km
0.7500,40.0,377452.0
0.7500,42.0,377425.2
0.7500,44.0,377398.1
0.7500,46.0,377370.8
0.7500,48.0,377343.2
0.7500,50.0,377315.4
0.7500,52.0,377287.4
0.7500,54.0,377259.3
0.7500,56.0,377230.9
0.7500,58.0,377202.4
0.7500,60.0,377173.8
0.7500,62.0,377145.0
0.7500,64.0,377116.1
0.7500,66.0,377087.1
0.7500,68.0,377058.0
0.7500,70.0,377028.8
0.7500,72.0,376999.4
0.7500,74.0,376970.0
0.7500,76.0,376940.6
0.7500,78.0,376911.0
0.7500,80.0,376881.4
0.7500,82.0,376851.7
0.7500,84.0,376822.0
0.7500,86.0,376792.2
0.7500,88.0,376762.4
0.7500,90.0,376732.5
0.7500,92.0,376702.6
0.7500,94.0,376672.6
0.7500,96.0,376642.6
0.7500,98.0,376612.6
0.7500,100.0,376582.5
0.7500,102.0,376552.5
0.7500,104.0,376522.3
0.7500,106.0,376492.2
0.7500,108.0,376462.1
0.7500,110.0,376431.9
0.7500,112.0,376401.7
0.7500,114.0,376371.5
0.7500,116.0,376341.2
0.7500,118.0,376311.0
0.7500,120.0,376280.7
0.7500,122.0,376250.5
0.7500,124.0,376220.2
0.7500,126.0,376189.9
0.7500,128.0,376159.5
0.7500,130.0,376129.2
0.7500,132.0,376098.9
0.7500,134.0,376068.5
0.7500,136.0,376038.2
0.7500,138.0,376007.8
0.7500,140.0,375977.4
0.7500,142.0,375947.1
0.7500,144.0,375916.7
0.7500,146.0,375886.2
0.7500,148.0,375855.8
0.7500,150.0,375825.4
0.7500,152.0,375795.0
0.7500,154.0,375764.5
0.7500,156.0,375734.0
0.7500,158.0,375703.6
0.7500,160.0,375673.1
0.7500,162.0,375642.6
0.7500,164.0,375612.1
0.7500,166.0,375581.5
0.7500,168.0,375551.0
0.7500,170.0,375520.4
0.7500,172.0,375489.9
0.7500,174.0,375459.3
0.7500,176.0,375428.7
0.7500,178.0,375398.1
0.7500,180.0,375367.4
0.7500,182.0,375336.8
0.7500,184.0,375306.1
0.7500,186.0,375275.4
0.7500,188.0,375244.7
0.7500,190.0,375213.9
0.7500,192.0,375183.2
0.7500,194.0,375152.4
0.7500,196.0,375121.6
0.7500,198.0,375090.7
0.7500,200.0,375059.8
0.8333,-200.0,363758.4
0.8333,-198.0,363782.5
0.8333,-196.0,363815.4
0.8333,-194.0,363857.8
0.8333,-192.0,363910.2
0.8333,-190.0,363973.3
0.8333,-188.0,364047.7
0.8333,-186.0,364134.2
0.8333,-184.0,364233.5
0.8333,-182.0,364346.2
0.8333,-180.0,364473.0
0.8333,-178.0,364614.8
0.8333,-176.0,364772.3
0.8333,-174.0,364946.1
0.8333,-172.0,365137.2
0.8333,-170.0,365346.1
0.8333,-168.0,365531.3
0.8333,-166.0,365665.9
0.8333,-164.0,365803.9
0.8333,-162.0,365945.3
0.8333,-160.0,366090.3
0.8333,-158.0,366238.9
0.8333,-156.0,366326.2
0.8333,-154.0,366164.1
0.8333,-152.0,366009.8
0.8333,-150.0,365864.5
0.8333,-148.0,365729.1
0.8333,-146.0,365604.7
0.8333,-144.0,365492.6
0.8333,-142.0,365393.8
0.8333,-140.0,365309.6
0.8333,-138.0,365241.5
0.8333,-136.0,365190.8
0.8333,-134.0,365159.0
0.8333,-132.0,365147.7
0.8333,-130.0,365158.4
0.8333,-128.0,365192.8
0.8333,-126.0,365252.6
0.8333,-124.0,365339.7
0.8333,-122.0,365455.7
0.8333,-120.0,365602.6
0.8333,-118.0,365782.1
0.8333,-116.0,365996.2
0.8333,-114.0,366246.6
0.8333,-112.0,366535.2
0.8333,-110.0,366863.8
0.8333,-108.0,367233.8
0.8333,-106.0,367647.0
0.8333,-104.0,368104.7
0.8333,-102.0,368608.0
0.8333,-100.0,369158.0
0.8333,-98.0,369280.6
0.8333,-96.0,369331.0
0.8333,-94.0,369385.0
0.8333,-92.0,369442.8
0.8333,-90.0,369504.5
0.8333,-88.0,369570.4
0.8333,-86.0,369640.5
0.8333,-84.0,369715.0
0.8333,-82.0,369794.2
0.8333,-80.0,369878.2
0.8333,-78.0,369961.0
0.8333,-76.0,369589.1
0.8333,-74.0,369308.9
0.8333,-72.0,369137.8
0.8333,-70.0,369093.2
0.8333,-68.0,369191.7
0.8333,-66.0,369448.1
0.8333,-64.0,369874.5
0.8333,-62.0,370114.6
0.8333,-60.0,370403.1
0.8333,-58.0,370774.1
0.8333,-56.0,371230.0
0.8333,-54.0,371489.4
0.8333,-52.0,371659.9
0.8333,-50.0,371639.5
0.8333,-48.0,371307.5
0.8333,-46.0,371149.6
0.8333,-44.0,371201.7
0.8333,-42.0,371501.2
0.8333,-40.0,372088.8
0.8333,-38.0,373007.8
0.8333,-36.0,372969.2
0.8333,-34.0,372436.4
0.8333,-32.0,371944.3
0.8333,-30.0,371506.7
0.8333,-28.0,370960.4
0.8333,-26.0,358701.1
0.8333,-24.0,363549.8
0.8333,-22.0,357454.7
0.8333,-20.0,350463.3
0.8333,-18.0,343037.0
0.8333,-16.0,336345.4
0.8333,-14.0,332720.3
0.8333,-12.0,334490.1
0.8333,-10.0,340373.6
0.8333,-8.0,348041.4
0.8333,-6.0,356294.6
0.8333,-4.0,364478.0
0.8333,-2.0,372132.8
0.8333,2.0,367353.9
0.8333,4.0,369245.8
0.8333,6.0,360103.0
0.8333,8.0,351052.8
0.8333,10.0,375258.6
0.8333,12.0,374366.1
0.8333,14.0,373391.2
0.8333,16.0,372359.8
0.8333,18.0,371312.5
0.8333,20.0,370312.6
0.8333,22.0,369455.1
0.8333,24.0,368872.2
0.8333,26.0,368724.7
0.8333,28.0,369157.4
0.8333,30.0,370211.5
0.8333,32.0,371944.0
0.8333,34.0,354387.8
0.8333,36.0,377706.5
0.8333,38.0,377695.8
0.8333,40.0,377685.0
0.8333,42.0,377674.1
0.8333,44.0,377663.0
0.8333,46.0,377651.9
0.8333,48.0,377640.6
0.8333,50.0,377629.2
0.8333,52.0,377617.7
0.8333,54.0,377606.1
0.8333,56.0,377594.5
0.8333,58.0,377582.7
0.8333,60.0,377570.9
0.8333,62.0,377559.0
0.8333,64.0,377547.1
0.8333,66.0,377535.0
0.8333,68.0,377523.0
0.8333,70.0,377510.8
0.8333,72.0,377498.6
0.8333,74.0,377486.3
0.8333,76.0,377474.0
0.8333,78.0,377461.7
0.8333,80.0,377449.2
0.8333,82.0,377436.8
0.8333,84.0,377424.3
0.8333,86.0,377411.8
0.8333,88.0,377399.2
0.8333,90.0,377386.6
0.8333,92.0,377373.9
0.8333,94.0,377361.3
0.8333,96.0,377348.5
0.8333,98.0,377335.8
0.8333,100.0,377323.0
0.8333,102.0,377310.3
0.8333,104.0,377297.4
0.8333,106.0,377284.6
0.8333,108.0,377271.7
0.8333,110.0,377258.8
0.8333,112.0,377245.9
0.8333,114.0,377233.0
0.8333,116.0,377220.0
0.8333,118.0,377207.1
0.8333,120.0,377194.1
0.8333,122.0,377181.1
0.8333,124.0,377168.0
0.8333,126.0,377155.0
0.8333,128.0,377142.0
0.8333,130.0,377128.9
0.8333,132.0,377115.8
0.8333,134.0,377102.7
0.8333,136.0,377089.6
0.8333,138.0,377076.5
0.8333,140.0,377063.4
0.8333,142.0,377050.2
0.8333,144.0,377037.1
0.8333,146.0,377023.9
0.8333,148.0,377010.7
0.8333,150.0,376997.5
0.8333,152.0,376984.3
0.8333,154.0,376971.1
0.8333,156.0,376957.9
0.8333,158.0,376944.7
0.8333,160.0,376931.4
0.8333,162.0,376918.2
0.8333,164.0,376905.0
0.8333,166.0,376891.7
0.8333,168.0,376878.4
0.8333,170.0,376865.2
0.8333,172.0,376851.9
0.8333,174.0,376838.6
0.8333,176.0,376825.3
0.8333,178.0,376812.0
0.8333,180.0,376798.7
0.8333,182.0,376785.3
0.8333,184.0,376772.0
0.8333,186.0,376758.7
0.8333,188.0,376745.3
0.8333,190.0,376732.0
0.8333,192.0,376718.6
0.8333,194.0,376705.3
0.8333,196.0,376691.9
0.8333,198.0,376678.5
0.8333,200.0,376665.1
0.9167,-200.0,364580.8
0.9167,-198.0,364661.2
0.9167,-196.0,364745.2
0.9167,-194.0,364832.9
0.9167,-192.0,364924.5
0.9167,-190.0,365020.0
0.9167,-188.0,365119.7
0.9167,-186.0,365223.5
0.9167,-184.0,365331.7
0.9167,-182.0,365426.5
0.9167,-180.0,365376.9
0.9167,-178.0,365312.9
0.9167,-176.0,365269.1
0.9167,-174.0,365247.1
0.9167,-172.0,365248.5
0.9167,-170.0,365275.1
0.9167,-168.0,365328.5
0.9167,-166.0,365410.5
0.9167,-164.0,365428.3
0.9167,-162.0,365440.4
0.9167,-160.0,365455.4
0.9167,-158.0,365357.1
0.9167,-156.0,365136.5
0.9167,-154.0,364933.5
0.9167,-152.0,364750.2
0.9167,-150.0,364588.9
0.9167,-148.0,364452.0
0.9167,-146.0,364341.9
0.9167,-144.0,364261.2
0.9167,-142.0,364212.7
0.9167,-140.0,364199.0
0.9167,-138.0,364223.0
0.9167,-136.0,364287.5
0.9167,-134.0,364395.4
0.9167,-132.0,364549.4
0.9167,-130.0,364752.2
0.9167,-128.0,365006.5
0.9167,-126.0,365314.4
0.9167,-124.0,365450.3
0.9167,-122.0,365170.0
0.9167,-120.0,364917.5
0.9167,-118.0,364696.7
0.9167,-116.0,364511.4
0.9167,-114.0,364365.9
0.9167,-112.0,364264.6
0.9167,-110.0,364212.1
0.9167,-108.0,364212.8
0.9167,-106.0,364271.6
0.9167,-104.0,364393.0
0.9167,-102.0,364581.7
0.9167,-100.0,364842.0
0.9167,-98.0,365177.8
0.9167,-96.0,365592.8
0.9167,-94.0,366089.6
0.9167,-92.0,366670.5
0.9167,-90.0,367062.5
0.9167,-88.0,366743.7
0.9167,-86.0,366469.4
0.9167,-84.0,366246.2
0.9167,-82.0,366080.9
0.9167,-80.0,365980.5
0.9167,-78.0,365952.3
0.9167,-76.0,366003.4
0.9167,-74.0,366140.9
0.9167,-72.0,366371.6
0.9167,-70.0,366701.7
0.9167,-68.0,367136.7
0.9167,-66.0,367681.2
0.9167,-64.0,368338.2
0.9167,-62.0,368458.9
0.9167,-60.0,368592.8
0.9167,-58.0,369010.4
0.9167,-56.0,369732.4
0.9167,-54.0,369720.1
0.9167,-52.0,369376.1
0.9167,-50.0,369120.3
0.9167,-48.0,368970.0
0.9167,-46.0,368748.4
0.9167,-44.0,368880.6
0.9167,-42.0,369339.6
0.9167,-40.0,369787.8
0.9167,-38.0,370418.2
0.9167,-36.0,371235.3
0.9167,-34.0,372236.5
0.9167,-32.0,371652.4
0.9167,-30.0,371424.8
0.9167,-28.0,371716.1
0.9167,-26.0,372656.3
0.9167,-24.0,372413.2
0.9167,-22.0,371929.6
0.9167,-20.0,371483.0
0.9167,-18.0,369932.9
0.9167,-16.0,366526.2
0.9167,-14.0,360175.4
0.9167,-12.0,353776.6
0.9167,-10.0,349346.7
0.9167,-8.0,349288.2
0.9167,-6.0,354018.6
0.9167,-4.0,361756.8
0.9167,-2.0,370550.1
0.9167,2.0,373857.0
0.9167,4.0,364981.7
0.9167,6.0,353242.0
0.9167,8.0,375559.7
0.9167,10.0,374582.5
0.9167,12.0,373532.8
0.9167,14.0,372485.1
0.9167,16.0,371553.8
0.9167,18.0,370898.8
0.9167,20.0,370696.5
0.9167,22.0,371022.9
0.9167,24.0,371697.8
0.9167,26.0,357930.1
0.9167,28.0,377814.6
0.9167,30.0,377810.9
0.9167,32.0,377807.2
0.9167,34.0,377803.5
0.9167,36.0,377799.7
0.9167,38.0,377795.9
0.9167,40.0,377792.1
0.9167,42.0,377788.2
0.9167,44.0,377784.4
0.9167,46.0,377780.5
0.9167,48.0,377776.6
0.9167,50.0,377772.6
0.9167,52.0,377768.7
0.9167,54.0,377764.7
0.9167,56.0,377760.7
0.9167,58.0,377756.7
0.9167,60.0,377752.6
0.9167,62.0,377748.6
0.9167,64.0,377744.5
0.9167,66.0,377740.4
0.9167,68.0,377736.3
0.9167,70.0,377732.1
0.9167,72.0,377728.0
0.9167,74.0,377723.8
0.9167,76.0,377719.6
0.9167,78.0,377715.4
0.9167,80.0,377711.2
0.9167,82.0,377707.0
0.9167,84.0,377702.8
0.9167,86.0,377698.5
0.9167,88.0,377694.2
0.9167,90.0,377690.0
0.9167,92.0,377685.7
0.9167,94.0,377681.4
0.9167,96.0,377677.0
0.9167,98.0,377672.7
0.9167,100.0,377668.4
0.9167,102.0,377664.0
0.9167,104.0,377659.6
0.9167,106.0,377655.3
0.9167,108.0,377650.9
0.9167,110.0,377646.5
0.9167,112.0,377642.1
0.9167,114.0,377637.6
0.9167,116.0,377633.2
0.9167,118.0,377628.8
0.9167,120.0,377624.3
0.9167,122.0,377619.9
0.9167,124.0,377615.4
0.9167,126.0,377610.9
0.9167,128.0,377606.4
0.9167,130.0,377601.9
0.9167,132.0,377597.4
0.9167,134.0,377592.9
0.9167,136.0,377588.4
0.9167,138.0,377583.9
0.9167,140.0,377579.4
0.9167,142.0,377574.8
0.9167,144.0,377570.3
0.9167,146.0,377565.7
0.9167,148.0,377561.1
0.9167,150.0,377556.6
0.9167,152.0,377552.0
0.9167,154.0,377547.4
0.9167,156.0,377542.8
0.9167,158.0,377538.2
0.9167,160.0,377533.6
0.9167,162.0,377529.0
0.9167,164.0,377524.3
0.9167,166.0,377519.7
0.9167,168.0,377515.1
0.9167,170.0,377510.4
0.9167,172.0,377505.8
0.9167,174.0,377501.1
0.9167,176.0,377496.5
0.9167,178.0,377491.8
0.9167,180.0,377487.1
0.9167,182.0,377482.4
0.9167,184.0,377477.7
0.9167,186.0,377473.1
0.9167,188.0,377468.4
0.9167,190.0,377463.6
0.9167,192.0,377458.9
0.9167,194.0,377454.2
0.9167,196.0,377449.5
0.9167,198.0,377444.8
0.9167,200.0,377440.0
