phase,burn_m_s,lowest_perigee_altitude_km
0.3333,116.0,363779.3
0.3333,118.0,363283.1
0.3333,120.0,362776.7
0.3333,122.0,362259.9
0.3333,124.0,361732.6
0.3333,126.0,361194.8
0.3333,128.0,360646.2
0.3333,130.0,360086.9
0.3333,132.0,359516.7
0.3333,134.0,358935.7
0.3333,136.0,358343.6
0.3333,138.0,357740.4
0.3333,140.0,357126.1
0.3333,142.0,356500.6
0.3333,144.0,355863.7
0.3333,146.0,355215.6
0.3333,148.0,354556.0
0.3333,150.0,353884.9
0.3333,152.0,353202.4
0.3333,154.0,352508.2
0.3333,156.0,351802.5
0.3333,158.0,351085.1
0.3333,160.0,350356.0
0.3333,162.0,349615.2
0.3333,164.0,348862.7
0.3333,166.0,348098.3
0.3333,168.0,347322.2
0.3333,170.0,346534.3
0.3333,172.0,345734.5
0.3333,174.0,344922.8
0.3333,176.0,344099.3
0.3333,178.0,343264.0
0.3333,180.0,342416.8
0.3333,182.0,341557.7
0.3333,184.0,340686.7
0.3333,186.0,339803.9
0.3333,188.0,338909.3
0.3333,190.0,338002.8
0.3333,192.0,337084.5
0.3333,194.0,336154.5
0.3333,196.0,335212.6
0.3333,198.0,334258.9
0.3333,200.0,333293.6
0.4167,-200.0,344260.9
0.4167,-198.0,345214.9
0.4167,-196.0,346117.6
0.4167,-194.0,346976.4
0.4167,-192.0,347796.2
0.4167,-190.0,348581.1
0.4167,-188.0,349334.1
0.4167,-186.0,350058.0
0.4167,-184.0,350754.9
0.4167,-182.0,351426.7
0.4167,-180.0,352075.1
0.4167,-178.0,352701.7
0.4167,-176.0,353307.7
0.4167,-174.0,353894.3
0.4167,-172.0,352215.8
0.4167,-170.0,337151.6
0.4167,-168.0,179118.2
0.4167,-166.0,178736.3
0.4167,-164.0,344457.5
0.4167,-162.0,353842.7
0.4167,-160.0,356291.5
0.4167,-158.0,358005.8
0.4167,-156.0,358458.6
0.4167,-154.0,358900.0
0.4167,-152.0,348343.0
0.4167,-150.0,359750.7
0.4167,-148.0,360160.9
0.4167,-146.0,360561.7
0.4167,-144.0,360953.4
0.4167,-142.0,361336.5
0.4167,-140.0,361711.4
0.4167,-138.0,362078.4
0.4167,-136.0,362437.9
0.4167,-134.0,362790.2
0.4167,-132.0,363135.7
0.4167,-130.0,363474.6
0.4167,-128.0,363807.3
0.4167,-126.0,364134.0
0.4167,-124.0,364455.0
0.4167,-122.0,364770.5
0.4167,-120.0,365080.8
0.4167,-118.0,365386.2
0.4167,-116.0,365686.7
0.4167,-114.0,365982.8
0.4167,-112.0,366274.5
0.4167,-110.0,366562.0
0.4167,-108.0,366845.7
0.4167,-106.0,366943.9
0.4167,-104.0,367055.4
0.4167,-102.0,367192.2
0.4167,-100.0,367354.5
0.4167,-98.0,367542.5
0.4167,-96.0,367756.4
0.4167,-94.0,367996.4
0.4167,-92.0,368263.0
0.4167,-90.0,368556.3
0.4167,-88.0,368877.0
0.4167,-86.0,369225.6
0.4167,-84.0,369602.8
0.4167,-82.0,370009.3
0.4167,-80.0,370446.1
0.4167,-78.0,370731.0
0.4167,-76.0,370971.1
0.4167,-74.0,371209.3
0.4167,-72.0,371445.7
0.4167,-70.0,371680.4
0.4167,-68.0,371913.4
0.4167,-66.0,372144.8
0.4167,-64.0,372374.5
0.4167,-62.0,372602.6
0.4167,-60.0,372829.2
0.4167,-58.0,373054.2
0.4167,-56.0,373277.5
0.4167,-54.0,373499.2
0.4167,-52.0,373719.2
0.4167,-50.0,373937.5
0.4167,-48.0,373129.6
0.4167,-46.0,372182.2
0.4167,-44.0,371139.2
0.4167,-42.0,370002.3
0.4167,-40.0,368776.4
0.4167,-38.0,367471.5
0.4167,-36.0,366103.7
0.4167,-34.0,364696.9
0.4167,-32.0,363284.5
0.4167,-30.0,361911.0
0.4167,-28.0,360631.8
0.4167,-26.0,359513.6
0.4167,-24.0,358630.6
0.4167,-22.0,358060.6
0.4167,-20.0,357876.9
0.4167,-18.0,358140.5
0.4167,-16.0,358891.8
0.4167,-14.0,360145.2
0.4167,-12.0,361886.8
0.4167,-10.0,364076.0
0.4167,-8.0,366649.4
0.4167,-6.0,369524.2
0.4167,-4.0,372592.8
0.4167,-2.0,375667.7
0.4167,2.0,374078.4
0.4167,4.0,367394.9
0.4167,6.0,372456.5
0.4167,8.0,368605.1
0.4167,10.0,363263.6
0.4167,12.0,355951.4
0.4167,14.0,347482.7
0.4167,16.0,351079.0
0.4167,18.0,373613.7
0.4167,20.0,372632.0
0.4167,22.0,371530.3
0.4167,24.0,370300.7
0.4167,26.0,368935.4
0.4167,28.0,367428.2
0.4167,30.0,365776.2
0.4167,32.0,363984.1
0.4167,34.0,362071.1
0.4167,36.0,360084.2
0.4167,38.0,358122.2
0.4167,40.0,356377.7
0.4167,42.0,355203.1
0.4167,44.0,355180.4
0.4167,46.0,357084.9
0.4167,48.0,361514.1
0.4167,50.0,367982.3
0.4167,52.0,372880.1
0.4167,54.0,372568.8
0.4167,56.0,372249.6
0.4167,58.0,371922.4
0.4167,60.0,371587.0
0.4167,62.0,371243.5
0.4167,64.0,370891.7
0.4167,66.0,370531.4
0.4167,68.0,370162.6
0.4167,70.0,369785.1
0.4167,72.0,369398.8
0.4167,74.0,369003.5
0.4167,76.0,368599.1
0.4167,78.0,368185.5
0.4167,80.0,367762.3
0.4167,82.0,367329.6
0.4167,84.0,366887.1
0.4167,86.0,366434.5
0.4167,88.0,365971.8
0.4167,90.0,365498.7
0.4167,92.0,365014.9
0.4167,94.0,364520.4
0.4167,96.0,364014.7
0.4167,98.0,363497.8
0.4167,100.0,362969.3
0.4167,102.0,362429.0
0.4167,104.0,361876.6
0.4167,106.0,361312.0
0.4167,108.0,360734.7
0.4167,110.0,360144.5
0.4167,112.0,359541.1
0.4167,114.0,358924.2
0.4167,116.0,358293.5
0.4167,118.0,357648.7
0.4167,120.0,356989.3
0.4167,122.0,356315.2
0.4167,124.0,355625.8
0.4167,126.0,354920.9
0.4167,128.0,354200.0
0.4167,130.0,353462.8
0.4167,132.0,352708.8
0.4167,134.0,351937.6
0.4167,136.0,351148.8
0.4167,138.0,350341.8
0.4167,140.0,349516.3
0.4167,142.0,348671.7
0.4167,144.0,347807.6
0.4167,146.0,346923.3
0.4167,148.0,346018.3
0.4167,150.0,345092.0
0.4167,152.0,344143.9
0.4167,154.0,343173.2
0.4167,156.0,342179.3
0.4167,158.0,341161.6
0.4167,160.0,340119.2
0.4167,162.0,339051.5
0.4167,164.0,337957.5
0.4167,166.0,336836.5
0.4167,168.0,335687.5
0.4167,170.0,334509.6
0.4167,172.0,333301.8
0.4167,174.0,332062.9
0.4167,176.0,330791.9
0.4167,178.0,329487.6
0.4167,180.0,328148.6
0.4167,182.0,326773.6
0.4167,184.0,325361.1
0.4167,186.0,323909.6
0.4167,188.0,322417.3
0.4167,190.0,320882.4
0.4167,192.0,319303.1
0.4167,194.0,317677.4
0.4167,196.0,316002.9
0.4167,198.0,314277.5
0.4167,200.0,312498.7
0.5000,-200.0,211846.4
0.5000,-198.0,210862.6
0.5000,-196.0,209810.1
0.5000,-194.0,208691.2
0.5000,-192.0,207506.7
0.5000,-190.0,206256.5
0.5000,-188.0,204939.6
0.5000,-186.0,203553.7
0.5000,-184.0,202095.8
0.5000,-182.0,200561.8
0.5000,-180.0,198946.4
0.5000,-178.0,197243.3
0.5000,-176.0,195444.6
0.5000,-174.0,193541.1
0.5000,-172.0,191521.8
0.5000,-170.0,189373.5
0.5000,-168.0,187080.8
0.5000,-166.0,184625.3
0.5000,-164.0,181697.7
0.5000,-162.0,178530.8
0.5000,-160.0,175111.0
0.5000,-158.0,171404.3
0.5000,-156.0,167370.7
0.5000,-154.0,162963.8
0.5000,-152.0,158129.9
0.5000,-150.0,152807.9
0.5000,-148.0,146931.7
0.5000,-146.0,140436.0
0.5000,-144.0,133274.1
0.5000,-142.0,125463.4
0.5000,-140.0,117202.5
0.5000,-138.0,109193.6
0.5000,-136.0,103632.3
0.5000,-134.0,107922.8
0.5000,-132.0,154275.6
0.5000,-130.0,108032.2
0.5000,-128.0,343062.0
0.5000,-126.0,344949.3
0.5000,-124.0,346641.0
0.5000,-122.0,348180.4
0.5000,-120.0,349596.8
0.5000,-118.0,350911.3
0.5000,-116.0,352139.4
0.5000,-114.0,353293.3
0.5000,-112.0,354382.3
0.5000,-110.0,355414.2
0.5000,-108.0,356394.9
0.5000,-106.0,357066.3
0.5000,-104.0,357696.3
0.5000,-102.0,358315.6
0.5000,-100.0,358924.5
0.5000,-98.0,359523.2
0.5000,-96.0,360112.0
0.5000,-94.0,360691.2
0.5000,-92.0,361261.0
0.5000,-90.0,361821.6
0.5000,-88.0,362373.3
0.5000,-86.0,362916.2
0.5000,-84.0,363450.6
0.5000,-82.0,363976.6
0.5000,-80.0,364494.3
0.5000,-78.0,365004.0
0.5000,-76.0,365505.9
0.5000,-74.0,365999.9
0.5000,-72.0,354285.9
0.5000,-70.0,345285.2
0.5000,-68.0,334887.8
0.5000,-66.0,172000.7
0.5000,-64.0,164204.8
0.5000,-62.0,161180.6
0.5000,-60.0,162900.7
0.5000,-58.0,333537.1
0.5000,-56.0,337723.1
0.5000,-54.0,341334.4
0.5000,-52.0,344474.0
0.5000,-50.0,347222.4
0.5000,-48.0,349646.1
0.5000,-46.0,351800.5
0.5000,-44.0,353731.1
0.5000,-42.0,355475.5
0.5000,-40.0,357064.9
0.5000,-38.0,358525.6
0.5000,-36.0,359879.3
0.5000,-34.0,361144.9
0.5000,-32.0,362338.1
0.5000,-30.0,363472.6
0.5000,-28.0,364560.4
0.5000,-26.0,365611.6
0.5000,-24.0,366635.4
0.5000,-22.0,367639.6
0.5000,-20.0,368631.0
0.5000,-18.0,369615.7
0.5000,-16.0,370598.6
0.5000,-14.0,371583.6
0.5000,-12.0,372573.4
0.5000,-10.0,341452.7
0.5000,-8.0,338218.7
0.5000,-6.0,352839.2
0.5000,-4.0,364162.9
0.5000,-2.0,372558.1
0.5000,2.0,369087.4
0.5000,4.0,371886.6
0.5000,6.0,365954.2
0.5000,8.0,357219.6
0.5000,10.0,345014.0
0.5000,12.0,347194.7
0.5000,14.0,372756.3
0.5000,16.0,371455.9
0.5000,18.0,370008.3
0.5000,20.0,368403.6
0.5000,22.0,366632.2
0.5000,24.0,364686.5
0.5000,26.0,362565.8
0.5000,28.0,360284.7
0.5000,30.0,357889.8
0.5000,32.0,355493.3
0.5000,34.0,353335.9
0.5000,36.0,351896.6
0.5000,38.0,352018.3
0.5000,40.0,354837.7
0.5000,42.0,361108.1
0.5000,44.0,369702.4
0.5000,46.0,373828.3
0.5000,48.0,373577.4
0.5000,50.0,373322.1
0.5000,52.0,373062.5
0.5000,54.0,372798.6
0.5000,56.0,372530.3
0.5000,58.0,372257.6
0.5000,60.0,371980.5
0.5000,62.0,371698.9
0.5000,64.0,371412.9
0.5000,66.0,371122.4
0.5000,68.0,370827.3
0.5000,70.0,370527.5
0.5000,72.0,370223.1
0.5000,74.0,369913.9
0.5000,76.0,369599.8
0.5000,78.0,369280.7
0.5000,80.0,368956.7
0.5000,82.0,368627.5
0.5000,84.0,368293.1
0.5000,86.0,367953.3
0.5000,88.0,367608.2
0.5000,90.0,367257.4
0.5000,92.0,366900.9
0.5000,94.0,366538.7
0.5000,96.0,366170.5
0.5000,98.0,365796.2
0.5000,100.0,365415.6
0.5000,102.0,365028.6
0.5000,104.0,364635.1
0.5000,106.0,364234.9
0.5000,108.0,363827.7
0.5000,110.0,363413.5
0.5000,112.0,362992.0
0.5000,114.0,362563.0
0.5000,116.0,362126.4
0.5000,118.0,361681.8
0.5000,120.0,361229.2
0.5000,122.0,360768.2
0.5000,124.0,360298.6
0.5000,126.0,359820.2
0.5000,128.0,359332.7
0.5000,130.0,358835.8
0.5000,132.0,358329.3
0.5000,134.0,357812.8
0.5000,136.0,357286.1
0.5000,138.0,356748.9
0.5000,140.0,356200.7
0.5000,142.0,355641.2
0.5000,144.0,355070.2
0.5000,146.0,354487.2
0.5000,148.0,353891.7
0.5000,150.0,353283.5
0.5000,152.0,352662.0
0.5000,154.0,352026.9
0.5000,156.0,351377.6
0.5000,158.0,350713.6
0.5000,160.0,350034.4
0.5000,162.0,349339.6
0.5000,164.0,348628.4
0.5000,166.0,347900.4
0.5000,168.0,347154.8
0.5000,170.0,346391.1
0.5000,172.0,345608.4
0.5000,174.0,344806.2
0.5000,176.0,343983.7
0.5000,178.0,343139.9
0.5000,180.0,342274.1
0.5000,182.0,341385.4
0.5000,184.0,340472.8
0.5000,186.0,339535.3
0.5000,188.0,338571.8
0.5000,190.0,337581.3
0.5000,192.0,336562.5
0.5000,194.0,335514.2
0.5000,196.0,334435.1
0.5000,198.0,333323.6
0.5000,200.0,168030.5
0.5833,-200.0,185491.8
0.5833,-198.0,185533.2
0.5833,-196.0,185425.0
0.5833,-194.0,185184.6
0.5833,-192.0,184826.5
0.5833,-190.0,184362.3
0.5833,-188.0,183801.2
0.5833,-186.0,183149.9
0.5833,-184.0,182413.1
0.5833,-182.0,181593.1
0.5833,-180.0,180628.0
0.5833,-178.0,179537.1
0.5833,-176.0,178345.4
0.5833,-174.0,177046.1
0.5833,-172.0,175630.3
0.5833,-170.0,174086.2
0.5833,-168.0,172399.0
0.5833,-166.0,170550.6
0.5833,-164.0,168519.1
0.5833,-162.0,166278.1
0.5833,-160.0,163796.1
0.5833,-158.0,161035.8
0.5833,-156.0,157953.1
0.5833,-154.0,154497.0
0.5833,-152.0,150609.2
0.5833,-150.0,146225.8
0.5833,-148.0,141282.0
0.5833,-146.0,135724.7
0.5833,-144.0,129542.0
0.5833,-142.0,122835.5
0.5833,-140.0,116000.1
0.5833,-138.0,110219.7
0.5833,-136.0,109056.8
0.5833,-134.0,125254.7
0.5833,-132.0,222870.1
0.5833,-130.0,121872.6
0.5833,-128.0,341710.9
0.5833,-126.0,343393.3
0.5833,-124.0,344920.3
0.5833,-122.0,346322.5
0.5833,-120.0,347621.9
0.5833,-118.0,348834.7
0.5833,-116.0,349973.4
0.5833,-114.0,351047.8
0.5833,-112.0,352065.8
0.5833,-110.0,353033.8
0.5833,-108.0,353957.3
0.5833,-106.0,354840.7
0.5833,-104.0,355687.9
0.5833,-102.0,356502.0
0.5833,-100.0,357285.8
0.5833,-98.0,358041.8
0.5833,-96.0,358772.1
0.5833,-94.0,359478.5
0.5833,-92.0,360162.5
0.5833,-90.0,360825.7
0.5833,-88.0,361469.3
0.5833,-86.0,362094.4
0.5833,-84.0,362702.0
0.5833,-82.0,363293.1
0.5833,-80.0,363868.5
0.5833,-78.0,364429.0
0.5833,-76.0,364975.1
0.5833,-74.0,365507.7
0.5833,-72.0,365545.5
0.5833,-70.0,355019.7
0.5833,-68.0,343388.2
0.5833,-66.0,170908.8
0.5833,-64.0,148305.9
0.5833,-62.0,142950.9
0.5833,-60.0,143237.1
0.5833,-58.0,145000.9
0.5833,-56.0,146618.0
0.5833,-54.0,147070.3
0.5833,-52.0,145767.1
0.5833,-50.0,146113.3
0.5833,-48.0,204875.3
0.5833,-46.0,338694.1
0.5833,-44.0,342467.6
0.5833,-42.0,345647.5
0.5833,-40.0,348409.4
0.5833,-38.0,350858.6
0.5833,-36.0,353065.4
0.5833,-34.0,355080.5
0.5833,-32.0,356941.6
0.5833,-30.0,358678.1
0.5833,-28.0,360313.0
0.5833,-26.0,361865.3
0.5833,-24.0,363350.1
0.5833,-22.0,364780.2
0.5833,-20.0,366165.9
0.5833,-18.0,367515.9
0.5833,-16.0,368837.2
0.5833,-14.0,370135.1
0.5833,-12.0,371413.2
0.5833,-10.0,369099.7
0.5833,-8.0,335099.4
0.5833,-6.0,346632.8
0.5833,-4.0,361386.4
0.5833,-2.0,371620.3
0.5833,2.0,367681.8
0.5833,4.0,370647.9
0.5833,6.0,363440.9
0.5833,8.0,352746.3
0.5833,10.0,341746.5
0.5833,12.0,367470.4
0.5833,14.0,372385.7
0.5833,16.0,371046.5
0.5833,18.0,369573.7
0.5833,20.0,367965.3
0.5833,22.0,366224.3
0.5833,24.0,364364.6
0.5833,26.0,362421.7
0.5833,28.0,360470.8
0.5833,30.0,358660.2
0.5833,32.0,357263.9
0.5833,34.0,356751.4
0.5833,36.0,357823.1
0.5833,38.0,361253.0
0.5833,40.0,367276.8
0.5833,42.0,374002.6
0.5833,44.0,375610.6
0.5833,46.0,375475.3
0.5833,48.0,375338.7
0.5833,50.0,375200.9
0.5833,52.0,375061.9
0.5833,54.0,374921.9
0.5833,56.0,374780.7
0.5833,58.0,374638.4
0.5833,60.0,374495.2
0.5833,62.0,374350.9
0.5833,64.0,374205.6
0.5833,66.0,374059.3
0.5833,68.0,373912.0
0.5833,70.0,373763.8
0.5833,72.0,373614.6
0.5833,74.0,373464.5
0.5833,76.0,373313.3
0.5833,78.0,373161.3
0.5833,80.0,373008.2
0.5833,82.0,372854.2
0.5833,84.0,372699.2
0.5833,86.0,372543.2
0.5833,88.0,372386.2
0.5833,90.0,372228.2
0.5833,92.0,372069.2
0.5833,94.0,371909.1
0.5833,96.0,371748.0
0.5833,98.0,371585.8
0.5833,100.0,371422.5
0.5833,102.0,371258.1
0.5833,104.0,371092.5
0.5833,106.0,370925.9
0.5833,108.0,370758.0
0.5833,110.0,370588.9
0.5833,112.0,370418.6
0.5833,114.0,370247.1
0.5833,116.0,370074.2
0.5833,118.0,369900.1
0.5833,120.0,369724.6
0.5833,122.0,369547.8
0.5833,124.0,369369.5
0.5833,126.0,369189.9
0.5833,128.0,369008.7
0.5833,130.0,368826.1
0.5833,132.0,368641.9
0.5833,134.0,368456.1
0.5833,136.0,368268.8
0.5833,138.0,368079.7
0.5833,140.0,367889.0
0.5833,142.0,367696.6
0.5833,144.0,367502.3
0.5833,146.0,367306.3
0.5833,148.0,367108.4
0.5833,150.0,366908.5
0.5833,152.0,366706.7
0.5833,154.0,366502.9
0.5833,156.0,366297.0
0.5833,158.0,366089.0
0.5833,160.0,365878.8
0.5833,162.0,365666.4
0.5833,164.0,365451.6
0.5833,166.0,365234.6
0.5833,168.0,365015.1
0.5833,170.0,364793.1
0.5833,172.0,364568.6
0.5833,174.0,364341.5
0.5833,176.0,364111.7
0.5833,178.0,363879.1
0.5833,180.0,363643.7
0.5833,182.0,363405.4
0.5833,184.0,363164.1
0.5833,186.0,362919.8
0.5833,188.0,362672.3
0.5833,190.0,362421.5
0.5833,192.0,362167.4
0.5833,194.0,361910.0
0.5833,196.0,361649.0
0.5833,198.0,361384.3
0.5833,200.0,361116.0
0.6667,-200.0,118925.7
0.6667,-198.0,113632.8
0.6667,-196.0,110814.4
0.6667,-194.0,116531.6
0.6667,-192.0,155734.3
0.6667,-190.0,333405.7
0.6667,-188.0,337795.8
0.6667,-186.0,339295.7
0.6667,-184.0,340647.8
0.6667,-182.0,341881.3
0.6667,-180.0,343016.9
0.6667,-178.0,344070.0
0.6667,-176.0,345052.5
0.6667,-174.0,345973.6
0.6667,-172.0,346841.2
0.6667,-170.0,347661.5
0.6667,-168.0,348439.6
0.6667,-166.0,349180.1
0.6667,-164.0,349886.6
0.6667,-162.0,350562.5
0.6667,-160.0,351210.6
0.6667,-158.0,351833.4
0.6667,-156.0,352432.8
0.6667,-154.0,353011.0
0.6667,-152.0,353569.5
0.6667,-150.0,354109.9
0.6667,-148.0,354633.4
0.6667,-146.0,355141.3
0.6667,-144.0,355634.7
0.6667,-142.0,351533.7
0.6667,-140.0,186878.0
0.6667,-138.0,130629.4
0.6667,-136.0,132182.2
0.6667,-134.0,138985.4
0.6667,-132.0,144703.5
0.6667,-130.0,148640.6
0.6667,-128.0,149947.5
0.6667,-126.0,146234.4
0.6667,-124.0,135188.1
0.6667,-122.0,200644.0
0.6667,-120.0,339168.5
0.6667,-118.0,343648.6
0.6667,-116.0,347032.8
0.6667,-114.0,349699.0
0.6667,-112.0,351853.0
0.6667,-110.0,353621.9
0.6667,-108.0,355090.7
0.6667,-106.0,356319.2
0.6667,-104.0,357351.5
0.6667,-102.0,358220.5
0.6667,-100.0,358879.2
0.6667,-98.0,359363.5
0.6667,-96.0,359809.3
0.6667,-94.0,360220.0
0.6667,-92.0,360599.0
0.6667,-90.0,360949.3
0.6667,-88.0,361273.9
0.6667,-86.0,361544.4
0.6667,-84.0,361676.0
0.6667,-82.0,361769.2
0.6667,-80.0,361829.2
0.6667,-78.0,361861.0
0.6667,-76.0,361869.2
0.6667,-74.0,361858.2
0.6667,-72.0,361832.1
0.6667,-70.0,361795.2
0.6667,-68.0,361751.4
0.6667,-66.0,361704.8
0.6667,-64.0,361659.3
0.6667,-62.0,361618.9
0.6667,-60.0,361587.5
0.6667,-58.0,361569.3
0.6667,-56.0,361568.1
0.6667,-54.0,361587.9
0.6667,-52.0,361632.7
0.6667,-50.0,361706.5
0.6667,-48.0,361812.9
0.6667,-46.0,361955.8
0.6667,-44.0,362138.6
0.6667,-42.0,362364.7
0.6667,-40.0,362637.2
0.6667,-38.0,362958.8
0.6667,-36.0,363332.0
0.6667,-34.0,363759.0
0.6667,-32.0,364241.3
0.6667,-30.0,364780.3
0.6667,-28.0,365376.7
0.6667,-26.0,366030.7
0.6667,-24.0,366742.2
0.6667,-22.0,367510.4
0.6667,-20.0,368334.0
0.6667,-18.0,369210.9
0.6667,-16.0,370138.6
0.6667,-14.0,371113.1
0.6667,-12.0,361558.3
0.6667,-10.0,333002.4
0.6667,-8.0,336817.0
0.6667,-6.0,351940.6
0.6667,-4.0,363485.5
0.6667,-2.0,372206.0
0.6667,2.0,368030.0
0.6667,4.0,370834.8
0.6667,6.0,363781.8
0.6667,8.0,353564.7
0.6667,10.0,345447.7
0.6667,12.0,371528.6
0.6667,14.0,373092.7
0.6667,16.0,371934.2
0.6667,18.0,370674.1
0.6667,20.0,369321.1
0.6667,22.0,367892.6
0.6667,24.0,366422.5
0.6667,26.0,364971.4
0.6667,28.0,363644.5
0.6667,30.0,362615.2
0.6667,32.0,362152.8
0.6667,34.0,362633.5
0.6667,36.0,364483.4
0.6667,38.0,367962.4
0.6667,40.0,372760.8
0.6667,42.0,376869.7
0.6667,44.0,376807.8
0.6667,46.0,376745.4
0.6667,48.0,376682.6
0.6667,50.0,376619.4
0.6667,52.0,376555.8
0.6667,54.0,376491.8
0.6667,56.0,376427.6
0.6667,58.0,376363.1
0.6667,60.0,376298.2
0.6667,62.0,376233.2
0.6667,64.0,376167.9
0.6667,66.0,376102.4
0.6667,68.0,376036.7
0.6667,70.0,375970.8
0.6667,72.0,375904.7
0.6667,74.0,375838.5
0.6667,76.0,375772.1
0.6667,78.0,375705.5
0.6667,80.0,375638.8
0.6667,82.0,375572.0
0.6667,84.0,375505.0
0.6667,86.0,375438.0
0.6667,88.0,375370.8
0.6667,90.0,375303.4
0.6667,92.0,375236.0
0.6667,94.0,375168.4
0.6667,96.0,375100.8
0.6667,98.0,375033.0
0.6667,100.0,374965.2
0.6667,102.0,374897.2
0.6667,104.0,374829.1
0.6667,106.0,374760.9
0.6667,108.0,374692.6
0.6667,110.0,374624.2
0.6667,112.0,374555.7
0.6667,114.0,374487.1
0.6667,116.0,374418.4
0.6667,118.0,374349.5
0.6667,120.0,374280.6
0.6667,122.0,374211.5
0.6667,124.0,374142.3
0.6667,126.0,374073.0
0.6667,128.0,374003.6
0.6667,130.0,373934.0
0.6667,132.0,373864.3
0.6667,134.0,373794.5
0.6667,136.0,373724.6
0.6667,138.0,373654.5
0.6667,140.0,373584.2
0.6667,142.0,373513.8
0.6667,144.0,373443.3
0.6667,146.0,373372.6
0.6667,148.0,373301.8
0.6667,150.0,373230.7
0.6667,152.0,373159.6
0.6667,154.0,373088.2
0.6667,156.0,373016.7
0.6667,158.0,372945.0
0.6667,160.0,372873.0
0.6667,162.0,372801.0
0.6667,164.0,372728.7
0.6667,166.0,372656.2
0.6667,168.0,372583.5
0.6667,170.0,372510.5
0.6667,172.0,372437.4
0.6667,174.0,372364.0
0.6667,176.0,372290.4
0.6667,178.0,372216.6
0.6667,180.0,372142.5
0.6667,182.0,372068.2
0.6667,184.0,371993.6
0.6667,186.0,371918.8
0.6667,188.0,371843.6
0.6667,190.0,371768.3
0.6667,192.0,371692.6
0.6667,194.0,371616.6
0.6667,196.0,371540.4
0.6667,198.0,371463.8
0.6667,200.0,371387.0
0.7500,-200.0,362172.7
0.7500,-198.0,362314.5
0.7500,-196.0,362453.5
0.7500,-194.0,362589.8
0.7500,-192.0,362723.4
0.7500,-190.0,362854.5
0.7500,-188.0,362983.2
0.7500,-186.0,363109.6
0.7500,-184.0,363233.8
0.7500,-182.0,363355.9
0.7500,-180.0,363476.0
0.7500,-178.0,363594.1
0.7500,-176.0,363710.5
0.7500,-174.0,363825.2
0.7500,-172.0,363938.4
0.7500,-170.0,364050.0
0.7500,-168.0,364160.3
0.7500,-166.0,364269.2
0.7500,-164.0,364377.0
0.7500,-162.0,364483.7
0.7500,-160.0,364589.4
0.7500,-158.0,364694.2
0.7500,-156.0,364798.3
0.7500,-154.0,364901.6
0.7500,-152.0,365004.4
0.7500,-150.0,365106.7
0.7500,-148.0,365208.6
0.7500,-146.0,365310.3
0.7500,-144.0,365411.7
0.7500,-142.0,365513.1
0.7500,-140.0,365614.5
0.7500,-138.0,365656.5
0.7500,-136.0,365694.7
0.7500,-134.0,365739.1
0.7500,-132.0,365790.5
0.7500,-130.0,365849.7
0.7500,-128.0,365917.5
0.7500,-126.0,365994.9
0.7500,-124.0,366082.7
0.7500,-122.0,366181.9
0.7500,-120.0,366293.6
0.7500,-118.0,366418.7
0.7500,-116.0,366558.3
0.7500,-114.0,366713.6
0.7500,-112.0,366885.7
0.7500,-110.0,367075.9
0.7500,-108.0,367285.3
0.7500,-106.0,367444.7
0.7500,-104.0,367564.8
0.7500,-102.0,367687.0
0.7500,-100.0,367811.5
0.7500,-98.0,367938.3
0.7500,-96.0,368067.6
0.7500,-94.0,368199.4
0.7500,-92.0,368334.0
0.7500,-90.0,368471.4
0.7500,-88.0,368611.7
0.7500,-86.0,368755.1
0.7500,-84.0,368901.7
0.7500,-82.0,369051.7
0.7500,-80.0,369205.0
0.7500,-78.0,369362.0
0.7500,-76.0,369522.6
0.7500,-74.0,369687.0
0.7500,-72.0,369855.3
0.7500,-70.0,370027.7
0.7500,-68.0,370196.0
0.7500,-66.0,370261.8
0.7500,-64.0,370428.1
0.7500,-62.0,370707.4
0.7500,-60.0,370953.8
0.7500,-58.0,371152.5
0.7500,-56.0,371356.0
0.7500,-54.0,371564.2
0.7500,-52.0,371777.3
0.7500,-50.0,371995.2
0.7500,-48.0,371997.8
0.7500,-46.0,371491.9
0.7500,-44.0,371012.7
0.7500,-42.0,369510.7
0.7500,-40.0,367286.4
0.7500,-38.0,363183.1
0.7500,-36.0,356679.7
0.7500,-34.0,348124.0
0.7500,-32.0,335856.5
0.7500,-30.0,356061.8
0.7500,-28.0,355733.1
0.7500,-26.0,356843.2
0.7500,-24.0,359180.3
0.7500,-22.0,361967.3
0.7500,-20.0,364168.2
0.7500,-18.0,365025.6
0.7500,-16.0,364488.2
0.7500,-14.0,363258.2
0.7500,-12.0,362421.5
0.7500,-10.0,330926.7
0.7500,-8.0,344865.7
0.7500,-6.0,355731.9
0.7500,-4.0,364846.8
0.7500,-2.0,372518.2
0.7500,2.0,367983.4
0.7500,4.0,370605.5
0.7500,6.0,363164.3
0.7500,8.0,352829.5
0.7500,10.0,352410.6
0.7500,12.0,374477.4
0.7500,14.0,373514.5
0.7500,16.0,372465.1
0.7500,18.0,371343.0
0.7500,20.0,370172.0
0.7500,22.0,368991.2
0.7500,24.0,367864.5
0.7500,26.0,366891.9
0.7500,28.0,366222.3
0.7500,30.0,366058.8
0.7500,32.0,366639.4
0.7500,34.0,368161.4
0.7500,36.0,370676.6
0.7500,38.0,358788.7
