family_index,period_days,perilune_km,stability_index,nodes_per_revolution,delta_v_per_year_m_s,max_position_error_km,largest_manoeuvre_m_s
0,14.783550470045068,50032.0868120305,547.1511024166878,2,31.801237416765126,67.43192493392323,1.8660331470288742
10,13.676808530326037,36814.56744731785,81.52904063911083,2,4.036542280219346,33.5280687367457,0.13996985809530443
20,9.978146727581322,15779.239750639184,0.6352514920059525,2,2.6871485930802987,17.649616801261207,0.06876532005634559
30,7.980096199195076,7829.643893838,1.6918703137411784,2,3.3149339354069634,13.03678383546147,0.0629987617825635
40,7.05187331211155,4682.445165544031,1.5287576175450825,2,3.668400418788991,11.010732982001295,0.06456242089788385
50,6.517387287051343,3128.3293705053625,1.3010273607817726,2,3.9156262178908934,9.623999540333854,0.06278646402075813
60,6.15947166629567,2242.9095743501534,1.1109737598613794,2,4.124080512557714,8.651234610100643,0.06383036274717115
